nnm_id,month_end,nnm_amount
NNM_A011_PER202603,2026-03-31,39360.0
NNM_A012_PER202603,2026-03-31,51360.0
NNM_A013_PER202603,2026-03-31,63360.0
NNM_A014_PER202603,2026-03-31,-8640.0
NNM_A015_PER202603,2026-03-31,3360.0
NNM_A016_PER202603,2026-03-31,15360.0
NNM_A017_PER202603,2026-03-31,27360.0
NNM_A018_PER202603,2026-03-31,39360.0
NNM_A019_PER202603,2026-03-31,51360.0
NNM_A020_PER202603,2026-03-31,63360.0
NNM_A021_PER202603,2026-03-31,-8640.0
NNM_A022_PER202603,2026-03-31,3360.0
NNM_A023_PER202603,2026-03-31,15360.0
NNM_A024_PER202603,2026-03-31,27360.0
NNM_A025_PER202603,2026-03-31,39360.0
NNM_A026_PER202603,2026-03-31,51360.0
NNM_A027_PER202603,2026-03-31,63360.0
NNM_A028_PER202603,2026-03-31,-8640.0
NNM_A029_PER202603,2026-03-31,3360.0
NNM_A030_PER202603,2026-03-31,15360.0
NNM_A031_PER202603,2026-03-31,27360.0
NNM_A032_PER202603,2026-03-31,39360.0
NNM_A033_PER202603,2026-03-31,51360.0
NNM_A034_PER202603,2026-03-31,63360.0
NNM_A035_PER202603,2026-03-31,-8640.0
NNM_A036_PER202603,2026-03-31,3360.0
NNM_A037_PER202603,2026-03-31,15360.0
NNM_A038_PER202603,2026-03-31,27360.0
NNM_A039_PER202603,2026-03-31,39360.0
NNM_A040_PER202603,2026-03-31,51360.0
NNM_A041_PER202603,2026-03-31,63360.0
NNM_A042_PER202603,2026-03-31,-8640.0
NNM_A043_PER202603,2026-03-31,3360.0
NNM_A044_PER202603,2026-03-31,15360.0
NNM_A045_PER202603,2026-03-31,27360.0
NNM_A046_PER202603,2026-03-31,39360.0
NNM_A047_PER202603,2026-03-31,51360.0
NNM_A048_PER202603,2026-03-31,63360.0
NNM_A049_PER202603,2026-03-31,-8640.0
NNM_A050_PER202603,2026-03-31,3360.0
NNM_A051_PER202603,2026-03-31,5760.0
NNM_A052_PER202603,2026-03-31,17760.0
NNM_A053_PER202603,2026-03-31,29760.0
NNM_A054_PER202603,2026-03-31,41760.0
NNM_A055_PER202603,2026-03-31,53760.0
NNM_A056_PER202603,2026-03-31,-18240.0
NNM_A057_PER202603,2026-03-31,-6240.0
NNM_A058_PER202603,2026-03-31,5760.0
NNM_A059_PER202603,2026-03-31,17760.0
NNM_A060_PER202603,2026-03-31,29760.0
NNM_A001_PER202604,2026-04-30,24800.0
NNM_A002_PER202604,2026-04-30,36800.0
NNM_A003_PER202604,2026-04-30,48800.0
NNM_A004_PER202604,2026-04-30,60800.0
NNM_A005_PER202604,2026-04-30,72800.0
NNM_A006_PER202604,2026-04-30,84800.0
NNM_A007_PER202604,2026-04-30,12800.0
NNM_A008_PER202604,2026-04-30,24800.0
NNM_A009_PER202604,2026-04-30,36800.0
NNM_A010_PER202604,2026-04-30,48800.0
NNM_A011_PER202604,2026-04-30,40800.0
NNM_A012_PER202604,2026-04-30,52800.0
NNM_A013_PER202604,2026-04-30,64800.0
NNM_A014_PER202604,2026-04-30,-7200.0
NNM_A015_PER202604,2026-04-30,4800.0
NNM_A016_PER202604,2026-04-30,16800.0
NNM_A017_PER202604,2026-04-30,28800.0
NNM_A018_PER202604,2026-04-30,40800.0
NNM_A019_PER202604,2026-04-30,52800.0
NNM_A020_PER202604,2026-04-30,64800.0
NNM_A021_PER202604,2026-04-30,-7200.0
NNM_A022_PER202604,2026-04-30,4800.0
NNM_A023_PER202604,2026-04-30,16800.0
NNM_A024_PER202604,2026-04-30,28800.0
NNM_A025_PER202604,2026-04-30,40800.0
NNM_A026_PER202604,2026-04-30,52800.0
NNM_A027_PER202604,2026-04-30,64800.0
NNM_A028_PER202604,2026-04-30,-7200.0
NNM_A029_PER202604,2026-04-30,4800.0
NNM_A030_PER202604,2026-04-30,16800.0
NNM_A031_PER202604,2026-04-30,28800.0
NNM_A032_PER202604,2026-04-30,40800.0
NNM_A033_PER202604,2026-04-30,52800.0
NNM_A034_PER202604,2026-04-30,64800.0
NNM_A035_PER202604,2026-04-30,-7200.0
NNM_A036_PER202604,2026-04-30,4800.0
NNM_A037_PER202604,2026-04-30,16800.0
NNM_A038_PER202604,2026-04-30,28800.0
NNM_A039_PER202604,2026-04-30,40800.0
NNM_A040_PER202604,2026-04-30,52800.0
NNM_A041_PER202604,2026-04-30,64800.0
NNM_A042_PER202604,2026-04-30,-7200.0
NNM_A043_PER202604,2026-04-30,4800.0
NNM_A044_PER202604,2026-04-30,16800.0
NNM_A045_PER202604,2026-04-30,28800.0
NNM_A046_PER202604,2026-04-30,40800.0
NNM_A047_PER202604,2026-04-30,52800.0
NNM_A048_PER202604,2026-04-30,64800.0
NNM_A049_PER202604,2026-04-30,-7200.0
NNM_A050_PER202604,2026-04-30,4800.0
NNM_A051_PER202604,2026-04-30,7200.0
NNM_A052_PER202604,2026-04-30,19200.0
NNM_A053_PER202604,2026-04-30,31200.0
NNM_A054_PER202604,2026-04-30,43200.0
NNM_A055_PER202604,2026-04-30,55200.0
NNM_A056_PER202604,2026-04-30,-16800.0
NNM_A057_PER202604,2026-04-30,-4800.0
NNM_A058_PER202604,2026-04-30,7200.0
NNM_A059_PER202604,2026-04-30,19200.0
NNM_A060_PER202604,2026-04-30,31200.0
NNM_A001_PER202605,2026-05-31,26240.0
NNM_A002_PER202605,2026-05-31,38240.0
NNM_A003_PER202605,2026-05-31,50240.0
NNM_A004_PER202605,2026-05-31,62240.0
NNM_A005_PER202605,2026-05-31,74240.0
NNM_A006_PER202605,2026-05-31,86240.0
NNM_A007_PER202605,2026-05-31,14240.0
NNM_A008_PER202605,2026-05-31,26240.0
NNM_A009_PER202605,2026-05-31,38240.0
NNM_A010_PER202605,2026-05-31,50240.0
NNM_A011_PER202605,2026-05-31,42240.0
NNM_A012_PER202605,2026-05-31,54240.0
NNM_A013_PER202605,2026-05-31,66240.0
NNM_A014_PER202605,2026-05-31,-5760.0
NNM_A015_PER202605,2026-05-31,6240.0
NNM_A016_PER202605,2026-05-31,18240.0
NNM_A017_PER202605,2026-05-31,30240.0
NNM_A018_PER202605,2026-05-31,42240.0
NNM_A019_PER202605,2026-05-31,54240.0
NNM_A020_PER202605,2026-05-31,66240.0
NNM_A021_PER202605,2026-05-31,-5760.0
NNM_A022_PER202605,2026-05-31,6240.0
NNM_A023_PER202605,2026-05-31,18240.0
NNM_A024_PER202605,2026-05-31,30240.0
NNM_A025_PER202605,2026-05-31,42240.0
NNM_A026_PER202605,2026-05-31,54240.0
NNM_A027_PER202605,2026-05-31,66240.0
NNM_A028_PER202605,2026-05-31,-5760.0
NNM_A029_PER202605,2026-05-31,6240.0
NNM_A030_PER202605,2026-05-31,18240.0
NNM_A031_PER202605,2026-05-31,30240.0
NNM_A032_PER202605,2026-05-31,42240.0
NNM_A033_PER202605,2026-05-31,54240.0
NNM_A034_PER202605,2026-05-31,66240.0
NNM_A035_PER202605,2026-05-31,-5760.0
NNM_A036_PER202605,2026-05-31,6240.0
NNM_A037_PER202605,2026-05-31,18240.0
NNM_A038_PER202605,2026-05-31,30240.0
NNM_A039_PER202605,2026-05-31,42240.0
NNM_A040_PER202605,2026-05-31,54240.0
NNM_A041_PER202605,2026-05-31,66240.0
NNM_A042_PER202605,2026-05-31,-5760.0
NNM_A043_PER202605,2026-05-31,6240.0
NNM_A044_PER202605,2026-05-31,18240.0
NNM_A045_PER202605,2026-05-31,30240.0
NNM_A046_PER202605,2026-05-31,42240.0
NNM_A047_PER202605,2026-05-31,54240.0
NNM_A048_PER202605,2026-05-31,66240.0
NNM_A049_PER202605,2026-05-31,-5760.0
NNM_A050_PER202605,2026-05-31,6240.0
NNM_A051_PER202605,2026-05-31,8640.0
NNM_A052_PER202605,2026-05-31,20640.0
NNM_A053_PER202605,2026-05-31,32640.0
NNM_A054_PER202605,2026-05-31,44640.0
NNM_A055_PER202605,2026-05-31,56640.0
NNM_A056_PER202605,2026-05-31,-15360.0
NNM_A057_PER202605,2026-05-31,-3360.0
NNM_A058_PER202605,2026-05-31,8640.0
NNM_A059_PER202605,2026-05-31,20640.0
NNM_A060_PER202605,2026-05-31,32640.0
NNM_A001_PER202606,2026-06-30,27680.0
NNM_A002_PER202606,2026-06-30,39680.0
NNM_A003_PER202606,2026-06-30,51680.0
NNM_A004_PER202606,2026-06-30,63680.0
NNM_A005_PER202606,2026-06-30,75680.0
NNM_A006_PER202606,2026-06-30,87680.0
NNM_A007_PER202606,2026-06-30,15680.0
NNM_A008_PER202606,2026-06-30,27680.0
NNM_A009_PER202606,2026-06-30,39680.0
NNM_A010_PER202606,2026-06-30,51680.0
NNM_A011_PER202606,2026-06-30,43680.0
NNM_A012_PER202606,2026-06-30,55680.0
NNM_A013_PER202606,2026-06-30,67680.0
NNM_A014_PER202606,2026-06-30,-4320.0
NNM_A015_PER202606,2026-06-30,7680.0
NNM_A016_PER202606,2026-06-30,19680.0
NNM_A017_PER202606,2026-06-30,31680.0
NNM_A018_PER202606,2026-06-30,43680.0
NNM_A019_PER202606,2026-06-30,55680.0
NNM_A020_PER202606,2026-06-30,67680.0
NNM_A021_PER202606,2026-06-30,-4320.0
NNM_A022_PER202606,2026-06-30,7680.0
NNM_A023_PER202606,2026-06-30,19680.0
NNM_A024_PER202606,2026-06-30,31680.0
NNM_A025_PER202606,2026-06-30,43680.0
NNM_A026_PER202606,2026-06-30,55680.0
NNM_A027_PER202606,2026-06-30,67680.0
NNM_A028_PER202606,2026-06-30,-4320.0
NNM_A029_PER202606,2026-06-30,7680.0
NNM_A030_PER202606,2026-06-30,19680.0
NNM_A031_PER202606,2026-06-30,31680.0
NNM_A032_PER202606,2026-06-30,43680.0
NNM_A033_PER202606,2026-06-30,55680.0
NNM_A034_PER202606,2026-06-30,67680.0
NNM_A035_PER202606,2026-06-30,-4320.0
NNM_A036_PER202606,2026-06-30,7680.0
NNM_A037_PER202606,2026-06-30,19680.0
NNM_A038_PER202606,2026-06-30,31680.0
NNM_A039_PER202606,2026-06-30,43680.0
NNM_A040_PER202606,2026-06-30,55680.0
NNM_A041_PER202606,2026-06-30,67680.0
NNM_A042_PER202606,2026-06-30,-4320.0
NNM_A043_PER202606,2026-06-30,7680.0
NNM_A044_PER202606,2026-06-30,19680.0
NNM_A045_PER202606,2026-06-30,31680.0
NNM_A046_PER202606,2026-06-30,43680.0
NNM_A047_PER202606,2026-06-30,55680.0
NNM_A048_PER202606,2026-06-30,67680.0
NNM_A049_PER202606,2026-06-30,-4320.0
NNM_A050_PER202606,2026-06-30,7680.0
NNM_A051_PER202606,2026-06-30,10080.0
NNM_A052_PER202606,2026-06-30,22080.0
NNM_A053_PER202606,2026-06-30,34080.0
NNM_A054_PER202606,2026-06-30,46080.0
NNM_A055_PER202606,2026-06-30,58080.0
NNM_A056_PER202606,2026-06-30,-13920.0
NNM_A057_PER202606,2026-06-30,-1920.0
NNM_A058_PER202606,2026-06-30,10080.0
NNM_A059_PER202606,2026-06-30,22080.0
NNM_A060_PER202606,2026-06-30,34080.0
NNM_A001_PER202607,2026-07-31,29120.0
NNM_A002_PER202607,2026-07-31,41120.0
NNM_A003_PER202607,2026-07-31,53120.0
NNM_A004_PER202607,2026-07-31,65120.0
NNM_A005_PER202607,2026-07-31,77120.0
NNM_A006_PER202607,2026-07-31,89120.0
NNM_A007_PER202607,2026-07-31,17120.0
NNM_A008_PER202607,2026-07-31,29120.0
NNM_A009_PER202607,2026-07-31,41120.0
NNM_A010_PER202607,2026-07-31,53120.0
NNM_A011_PER202607,2026-07-31,45120.0
NNM_A012_PER202607,2026-07-31,57120.0
NNM_A013_PER202607,2026-07-31,69120.0
NNM_A014_PER202607,2026-07-31,-2880.0
NNM_A015_PER202607,2026-07-31,9120.0
NNM_A016_PER202607,2026-07-31,21120.0
NNM_A017_PER202607,2026-07-31,33120.0
NNM_A018_PER202607,2026-07-31,45120.0
NNM_A019_PER202607,2026-07-31,57120.0
NNM_A020_PER202607,2026-07-31,69120.0
NNM_A021_PER202607,2026-07-31,-2880.0
NNM_A022_PER202607,2026-07-31,9120.0
NNM_A023_PER202607,2026-07-31,21120.0
NNM_A024_PER202607,2026-07-31,33120.0
NNM_A025_PER202607,2026-07-31,45120.0
NNM_A026_PER202607,2026-07-31,57120.0
NNM_A027_PER202607,2026-07-31,69120.0
NNM_A028_PER202607,2026-07-31,-2880.0
NNM_A029_PER202607,2026-07-31,9120.0
NNM_A030_PER202607,2026-07-31,21120.0
NNM_A031_PER202607,2026-07-31,33120.0
NNM_A032_PER202607,2026-07-31,45120.0
NNM_A033_PER202607,2026-07-31,57120.0
NNM_A034_PER202607,2026-07-31,69120.0
NNM_A035_PER202607,2026-07-31,-2880.0
NNM_A036_PER202607,2026-07-31,9120.0
NNM_A037_PER202607,2026-07-31,21120.0
NNM_A038_PER202607,2026-07-31,33120.0
NNM_A039_PER202607,2026-07-31,45120.0
NNM_A040_PER202607,2026-07-31,57120.0
NNM_A041_PER202607,2026-07-31,69120.0
NNM_A042_PER202607,2026-07-31,-2880.0
NNM_A043_PER202607,2026-07-31,9120.0
NNM_A044_PER202607,2026-07-31,21120.0
NNM_A045_PER202607,2026-07-31,33120.0
NNM_A046_PER202607,2026-07-31,45120.0
NNM_A047_PER202607,2026-07-31,57120.0
NNM_A048_PER202607,2026-07-31,69120.0
NNM_A049_PER202607,2026-07-31,-2880.0
NNM_A050_PER202607,2026-07-31,9120.0
NNM_A051_PER202607,2026-07-31,11520.0
NNM_A052_PER202607,2026-07-31,23520.0
NNM_A053_PER202607,2026-07-31,35520.0
NNM_A054_PER202607,2026-07-31,47520.0
NNM_A055_PER202607,2026-07-31,59520.0
NNM_A056_PER202607,2026-07-31,-12480.0
NNM_A057_PER202607,2026-07-31,-480.0
NNM_A058_PER202607,2026-07-31,11520.0
NNM_A059_PER202607,2026-07-31,23520.0
NNM_A060_PER202607,2026-07-31,35520.0
