product_revenue_id,month_end,revenue_amount
PR_A025_PER202603_2,2026-03-31,9557.14
PR_A026_PER202603_0,2026-03-31,24345.57
PR_A026_PER202603_1,2026-03-31,14607.34
PR_A026_PER202603_2,2026-03-31,9738.23
PR_A027_PER202603_0,2026-03-31,24798.28
PR_A027_PER202603_1,2026-03-31,14878.97
PR_A027_PER202603_2,2026-03-31,9919.31
PR_A028_PER202603_0,2026-03-31,25250.98
PR_A028_PER202603_1,2026-03-31,15150.59
PR_A028_PER202603_2,2026-03-31,10100.39
PR_A029_PER202603_0,2026-03-31,25703.69
PR_A029_PER202603_1,2026-03-31,15422.21
PR_A029_PER202603_2,2026-03-31,10281.48
PR_A030_PER202603_0,2026-03-31,26156.4
PR_A030_PER202603_1,2026-03-31,15693.84
PR_A030_PER202603_2,2026-03-31,10462.56
PR_A031_PER202603_0,2026-03-31,26609.1
PR_A031_PER202603_1,2026-03-31,15965.46
PR_A031_PER202603_2,2026-03-31,10643.64
PR_A032_PER202603_0,2026-03-31,27061.81
PR_A032_PER202603_1,2026-03-31,16237.09
PR_A032_PER202603_2,2026-03-31,10824.72
PR_A033_PER202603_0,2026-03-31,27514.52
PR_A033_PER202603_1,2026-03-31,16508.71
PR_A033_PER202603_2,2026-03-31,11005.81
PR_A034_PER202603_0,2026-03-31,27967.22
PR_A034_PER202603_1,2026-03-31,16780.33
PR_A034_PER202603_2,2026-03-31,11186.89
PR_A035_PER202603_0,2026-03-31,28419.93
PR_A035_PER202603_1,2026-03-31,17051.96
PR_A035_PER202603_2,2026-03-31,11367.97
PR_A036_PER202603_0,2026-03-31,28872.64
PR_A036_PER202603_1,2026-03-31,17323.58
PR_A036_PER202603_2,2026-03-31,11549.05
PR_A037_PER202603_0,2026-03-31,29325.34
PR_A037_PER202603_1,2026-03-31,17595.21
PR_A037_PER202603_2,2026-03-31,11730.14
PR_A038_PER202603_0,2026-03-31,29778.05
PR_A038_PER202603_1,2026-03-31,17866.83
PR_A038_PER202603_2,2026-03-31,11911.22
PR_A039_PER202603_0,2026-03-31,30230.76
PR_A039_PER202603_1,2026-03-31,18138.45
PR_A039_PER202603_2,2026-03-31,12092.3
PR_A040_PER202603_0,2026-03-31,30683.46
PR_A040_PER202603_1,2026-03-31,18410.08
PR_A040_PER202603_2,2026-03-31,12273.39
PR_A041_PER202603_0,2026-03-31,31136.17
PR_A041_PER202603_1,2026-03-31,18681.7
PR_A041_PER202603_2,2026-03-31,12454.47
PR_A042_PER202603_0,2026-03-31,31588.88
PR_A042_PER202603_1,2026-03-31,18953.33
PR_A042_PER202603_2,2026-03-31,12635.55
PR_A043_PER202603_0,2026-03-31,32041.59
PR_A043_PER202603_1,2026-03-31,19224.95
PR_A043_PER202603_2,2026-03-31,12816.63
PR_A044_PER202603_0,2026-03-31,32494.29
PR_A044_PER202603_1,2026-03-31,19496.58
PR_A044_PER202603_2,2026-03-31,12997.72
PR_A045_PER202603_0,2026-03-31,32947.0
PR_A045_PER202603_1,2026-03-31,19768.2
PR_A045_PER202603_2,2026-03-31,13178.8
PR_A046_PER202603_0,2026-03-31,33399.71
PR_A046_PER202603_1,2026-03-31,20039.82
PR_A046_PER202603_2,2026-03-31,13359.88
PR_A047_PER202603_0,2026-03-31,33852.41
PR_A047_PER202603_1,2026-03-31,20311.45
PR_A047_PER202603_2,2026-03-31,13540.97
PR_A048_PER202603_0,2026-03-31,34305.12
PR_A048_PER202603_1,2026-03-31,20583.07
PR_A048_PER202603_2,2026-03-31,13722.05
PR_A049_PER202603_0,2026-03-31,34757.83
PR_A049_PER202603_1,2026-03-31,20854.7
PR_A049_PER202603_2,2026-03-31,13903.13
PR_A050_PER202603_0,2026-03-31,35210.53
PR_A050_PER202603_1,2026-03-31,21126.32
PR_A050_PER202603_2,2026-03-31,14084.21
PR_A051_PER202603_0,2026-03-31,29243.86
PR_A051_PER202603_1,2026-03-31,17546.31
PR_A051_PER202603_2,2026-03-31,11697.54
PR_A052_PER202603_0,2026-03-31,29615.08
PR_A052_PER202603_1,2026-03-31,17769.05
PR_A052_PER202603_2,2026-03-31,11846.03
PR_A053_PER202603_0,2026-03-31,29986.3
PR_A053_PER202603_1,2026-03-31,17991.78
PR_A053_PER202603_2,2026-03-31,11994.52
PR_A054_PER202603_0,2026-03-31,30357.52
PR_A054_PER202603_1,2026-03-31,18214.51
PR_A054_PER202603_2,2026-03-31,12143.01
PR_A055_PER202603_0,2026-03-31,30728.74
PR_A055_PER202603_1,2026-03-31,18437.24
PR_A055_PER202603_2,2026-03-31,12291.49
PR_A056_PER202603_0,2026-03-31,31099.96
PR_A056_PER202603_1,2026-03-31,18659.97
PR_A056_PER202603_2,2026-03-31,12439.98
PR_A057_PER202603_0,2026-03-31,31471.17
PR_A057_PER202603_1,2026-03-31,18882.7
PR_A057_PER202603_2,2026-03-31,12588.47
PR_A058_PER202603_0,2026-03-31,31842.39
PR_A058_PER202603_1,2026-03-31,19105.44
PR_A058_PER202603_2,2026-03-31,12736.96
PR_A059_PER202603_0,2026-03-31,32213.61
PR_A059_PER202603_1,2026-03-31,19328.17
PR_A059_PER202603_2,2026-03-31,12885.45
PR_A060_PER202603_0,2026-03-31,32584.83
PR_A060_PER202603_1,2026-03-31,19550.9
PR_A060_PER202603_2,2026-03-31,13033.93
PR_A001_PER202604_0,2026-04-30,15967.09
PR_A001_PER202604_1,2026-04-30,9580.25
PR_A001_PER202604_2,2026-04-30,6386.84
PR_A002_PER202604_0,2026-04-30,16521.93
PR_A002_PER202604_1,2026-04-30,9913.16
PR_A002_PER202604_2,2026-04-30,6608.77
PR_A003_PER202604_0,2026-04-30,17076.77
PR_A003_PER202604_1,2026-04-30,10246.06
PR_A003_PER202604_2,2026-04-30,6830.71
PR_A004_PER202604_0,2026-04-30,17631.61
PR_A004_PER202604_1,2026-04-30,10578.97
PR_A004_PER202604_2,2026-04-30,7052.64
PR_A005_PER202604_0,2026-04-30,18186.45
PR_A005_PER202604_1,2026-04-30,10911.87
PR_A005_PER202604_2,2026-04-30,7274.58
PR_A006_PER202604_0,2026-04-30,18741.29
PR_A006_PER202604_1,2026-04-30,11244.78
PR_A006_PER202604_2,2026-04-30,7496.52
PR_A007_PER202604_0,2026-04-30,19296.13
PR_A007_PER202604_1,2026-04-30,11577.68
PR_A007_PER202604_2,2026-04-30,7718.45
PR_A008_PER202604_0,2026-04-30,19850.98
PR_A008_PER202604_1,2026-04-30,11910.59
PR_A008_PER202604_2,2026-04-30,7940.39
PR_A009_PER202604_0,2026-04-30,20405.82
PR_A009_PER202604_1,2026-04-30,12243.49
PR_A009_PER202604_2,2026-04-30,8162.33
PR_A010_PER202604_0,2026-04-30,20960.66
PR_A010_PER202604_1,2026-04-30,12576.39
PR_A010_PER202604_2,2026-04-30,8384.26
PR_A011_PER202604_0,2026-04-30,18233.47
PR_A011_PER202604_1,2026-04-30,10940.08
PR_A011_PER202604_2,2026-04-30,7293.39
PR_A012_PER202604_0,2026-04-30,18703.68
PR_A012_PER202604_1,2026-04-30,11222.21
PR_A012_PER202604_2,2026-04-30,7481.47
PR_A013_PER202604_0,2026-04-30,19173.88
PR_A013_PER202604_1,2026-04-30,11504.33
PR_A013_PER202604_2,2026-04-30,7669.55
PR_A014_PER202604_0,2026-04-30,19644.09
PR_A014_PER202604_1,2026-04-30,11786.45
PR_A014_PER202604_2,2026-04-30,7857.63
PR_A015_PER202604_0,2026-04-30,20114.29
PR_A015_PER202604_1,2026-04-30,12068.57
PR_A015_PER202604_2,2026-04-30,8045.72
PR_A016_PER202604_0,2026-04-30,20584.49
PR_A016_PER202604_1,2026-04-30,12350.7
PR_A016_PER202604_2,2026-04-30,8233.8
PR_A017_PER202604_0,2026-04-30,21054.7
PR_A017_PER202604_1,2026-04-30,12632.82
PR_A017_PER202604_2,2026-04-30,8421.88
PR_A018_PER202604_0,2026-04-30,21524.9
PR_A018_PER202604_1,2026-04-30,12914.94
PR_A018_PER202604_2,2026-04-30,8609.96
PR_A019_PER202604_0,2026-04-30,21995.11
PR_A019_PER202604_1,2026-04-30,13197.06
PR_A019_PER202604_2,2026-04-30,8798.04
PR_A020_PER202604_0,2026-04-30,22465.31
PR_A020_PER202604_1,2026-04-30,13479.19
PR_A020_PER202604_2,2026-04-30,8986.12
PR_A021_PER202604_0,2026-04-30,22935.51
PR_A021_PER202604_1,2026-04-30,13761.31
PR_A021_PER202604_2,2026-04-30,9174.21
PR_A022_PER202604_0,2026-04-30,23405.72
PR_A022_PER202604_1,2026-04-30,14043.43
PR_A022_PER202604_2,2026-04-30,9362.29
PR_A023_PER202604_0,2026-04-30,23875.92
PR_A023_PER202604_1,2026-04-30,14325.55
PR_A023_PER202604_2,2026-04-30,9550.37
PR_A024_PER202604_0,2026-04-30,24346.13
PR_A024_PER202604_1,2026-04-30,14607.68
PR_A024_PER202604_2,2026-04-30,9738.45
PR_A025_PER202604_0,2026-04-30,24816.33
PR_A025_PER202604_1,2026-04-30,14889.8
PR_A025_PER202604_2,2026-04-30,9926.53
PR_A026_PER202604_0,2026-04-30,25286.54
PR_A026_PER202604_1,2026-04-30,15171.92
PR_A026_PER202604_2,2026-04-30,10114.61
PR_A027_PER202604_0,2026-04-30,25756.74
PR_A027_PER202604_1,2026-04-30,15454.04
PR_A027_PER202604_2,2026-04-30,10302.7
PR_A028_PER202604_0,2026-04-30,26226.94
PR_A028_PER202604_1,2026-04-30,15736.17
PR_A028_PER202604_2,2026-04-30,10490.78
PR_A029_PER202604_0,2026-04-30,26697.15
PR_A029_PER202604_1,2026-04-30,16018.29
PR_A029_PER202604_2,2026-04-30,10678.86
PR_A030_PER202604_0,2026-04-30,27167.35
PR_A030_PER202604_1,2026-04-30,16300.41
PR_A030_PER202604_2,2026-04-30,10866.94
PR_A031_PER202604_0,2026-04-30,27637.56
PR_A031_PER202604_1,2026-04-30,16582.53
PR_A031_PER202604_2,2026-04-30,11055.02
PR_A032_PER202604_0,2026-04-30,28107.76
PR_A032_PER202604_1,2026-04-30,16864.66
PR_A032_PER202604_2,2026-04-30,11243.1
PR_A033_PER202604_0,2026-04-30,28577.96
PR_A033_PER202604_1,2026-04-30,17146.78
PR_A033_PER202604_2,2026-04-30,11431.19
PR_A034_PER202604_0,2026-04-30,29048.17
PR_A034_PER202604_1,2026-04-30,17428.9
PR_A034_PER202604_2,2026-04-30,11619.27
PR_A035_PER202604_0,2026-04-30,29518.37
PR_A035_PER202604_1,2026-04-30,17711.02
PR_A035_PER202604_2,2026-04-30,11807.35
PR_A036_PER202604_0,2026-04-30,29988.58
PR_A036_PER202604_1,2026-04-30,17993.15
PR_A036_PER202604_2,2026-04-30,11995.43
PR_A037_PER202604_0,2026-04-30,30458.78
PR_A037_PER202604_1,2026-04-30,18275.27
PR_A037_PER202604_2,2026-04-30,12183.51
PR_A038_PER202604_0,2026-04-30,30928.99
PR_A038_PER202604_1,2026-04-30,18557.39
PR_A038_PER202604_2,2026-04-30,12371.59
PR_A039_PER202604_0,2026-04-30,31399.19
PR_A039_PER202604_1,2026-04-30,18839.51
PR_A039_PER202604_2,2026-04-30,12559.68
PR_A040_PER202604_0,2026-04-30,31869.39
PR_A040_PER202604_1,2026-04-30,19121.64
PR_A040_PER202604_2,2026-04-30,12747.76
PR_A041_PER202604_0,2026-04-30,32339.6
PR_A041_PER202604_1,2026-04-30,19403.76
PR_A041_PER202604_2,2026-04-30,12935.84
PR_A042_PER202604_0,2026-04-30,32809.8
PR_A042_PER202604_1,2026-04-30,19685.88
PR_A042_PER202604_2,2026-04-30,13123.92
PR_A043_PER202604_0,2026-04-30,33280.01
PR_A043_PER202604_1,2026-04-30,19968.0
PR_A043_PER202604_2,2026-04-30,13312.0
PR_A044_PER202604_0,2026-04-30,33750.21
PR_A044_PER202604_1,2026-04-30,20250.13
PR_A044_PER202604_2,2026-04-30,13500.08
PR_A045_PER202604_0,2026-04-30,34220.41
PR_A045_PER202604_1,2026-04-30,20532.25
PR_A045_PER202604_2,2026-04-30,13688.17
PR_A046_PER202604_0,2026-04-30,34690.62
PR_A046_PER202604_1,2026-04-30,20814.37
PR_A046_PER202604_2,2026-04-30,13876.25
PR_A047_PER202604_0,2026-04-30,35160.82
PR_A047_PER202604_1,2026-04-30,21096.49
PR_A047_PER202604_2,2026-04-30,14064.33
PR_A048_PER202604_0,2026-04-30,35631.03
PR_A048_PER202604_1,2026-04-30,21378.62
PR_A048_PER202604_2,2026-04-30,14252.41
PR_A049_PER202604_0,2026-04-30,36101.23
PR_A049_PER202604_1,2026-04-30,21660.74
PR_A049_PER202604_2,2026-04-30,14440.49
PR_A050_PER202604_0,2026-04-30,36571.44
PR_A050_PER202604_1,2026-04-30,21942.86
PR_A050_PER202604_2,2026-04-30,14628.57
PR_A051_PER202604_0,2026-04-30,30374.14
PR_A051_PER202604_1,2026-04-30,18224.49
PR_A051_PER202604_2,2026-04-30,12149.66
PR_A052_PER202604_0,2026-04-30,30759.71
PR_A052_PER202604_1,2026-04-30,18455.83
PR_A052_PER202604_2,2026-04-30,12303.88
PR_A053_PER202604_0,2026-04-30,31145.28
PR_A053_PER202604_1,2026-04-30,18687.17
PR_A053_PER202604_2,2026-04-30,12458.11
PR_A054_PER202604_0,2026-04-30,31530.85
PR_A054_PER202604_1,2026-04-30,18918.51
PR_A054_PER202604_2,2026-04-30,12612.34
PR_A055_PER202604_0,2026-04-30,31916.41
PR_A055_PER202604_1,2026-04-30,19149.85
PR_A055_PER202604_2,2026-04-30,12766.57
PR_A056_PER202604_0,2026-04-30,32301.98
PR_A056_PER202604_1,2026-04-30,19381.19
PR_A056_PER202604_2,2026-04-30,12920.79
PR_A057_PER202604_0,2026-04-30,32687.55
PR_A057_PER202604_1,2026-04-30,19612.53
PR_A057_PER202604_2,2026-04-30,13075.02
PR_A058_PER202604_0,2026-04-30,33073.12
PR_A058_PER202604_1,2026-04-30,19843.87
PR_A058_PER202604_2,2026-04-30,13229.25
PR_A059_PER202604_0,2026-04-30,33458.68
PR_A059_PER202604_1,2026-04-30,20075.21
PR_A059_PER202604_2,2026-04-30,13383.47
PR_A060_PER202604_0,2026-04-30,33844.25
PR_A060_PER202604_1,2026-04-30,20306.55
PR_A060_PER202604_2,2026-04-30,13537.7
PR_A001_PER202605_0,2026-05-31,16485.73
PR_A001_PER202605_1,2026-05-31,9891.44
PR_A001_PER202605_2,2026-05-31,6594.29
PR_A002_PER202605_0,2026-05-31,17058.59
PR_A002_PER202605_1,2026-05-31,10235.16
PR_A002_PER202605_2,2026-05-31,6823.44
PR_A003_PER202605_0,2026-05-31,17631.46
PR_A003_PER202605_1,2026-05-31,10578.87
PR_A003_PER202605_2,2026-05-31,7052.58
PR_A004_PER202605_0,2026-05-31,18204.32
PR_A004_PER202605_1,2026-05-31,10922.59
PR_A004_PER202605_2,2026-05-31,7281.73
PR_A005_PER202605_0,2026-05-31,18777.18
PR_A005_PER202605_1,2026-05-31,11266.31
PR_A005_PER202605_2,2026-05-31,7510.87
PR_A006_PER202605_0,2026-05-31,19350.05
PR_A006_PER202605_1,2026-05-31,11610.03
PR_A006_PER202605_2,2026-05-31,7740.02
PR_A007_PER202605_0,2026-05-31,19922.91
PR_A007_PER202605_1,2026-05-31,11953.75
PR_A007_PER202605_2,2026-05-31,7969.16
PR_A008_PER202605_0,2026-05-31,20495.77
PR_A008_PER202605_1,2026-05-31,12297.46
PR_A008_PER202605_2,2026-05-31,8198.31
PR_A009_PER202605_0,2026-05-31,21068.63
PR_A009_PER202605_1,2026-05-31,12641.18
PR_A009_PER202605_2,2026-05-31,8427.45
PR_A010_PER202605_0,2026-05-31,21641.5
PR_A010_PER202605_1,2026-05-31,12984.9
PR_A010_PER202605_2,2026-05-31,8656.6
PR_A011_PER202605_0,2026-05-31,18825.73
PR_A011_PER202605_1,2026-05-31,11295.44
PR_A011_PER202605_2,2026-05-31,7530.29
PR_A012_PER202605_0,2026-05-31,19311.21
PR_A012_PER202605_1,2026-05-31,11586.72
PR_A012_PER202605_2,2026-05-31,7724.48
PR_A013_PER202605_0,2026-05-31,19796.68
PR_A013_PER202605_1,2026-05-31,11878.01
PR_A013_PER202605_2,2026-05-31,7918.67
PR_A014_PER202605_0,2026-05-31,20282.16
PR_A014_PER202605_1,2026-05-31,12169.3
PR_A014_PER202605_2,2026-05-31,8112.86
PR_A015_PER202605_0,2026-05-31,20767.64
PR_A015_PER202605_1,2026-05-31,12460.58
PR_A015_PER202605_2,2026-05-31,8307.06
PR_A016_PER202605_0,2026-05-31,21253.12
PR_A016_PER202605_1,2026-05-31,12751.87
PR_A016_PER202605_2,2026-05-31,8501.25
PR_A017_PER202605_0,2026-05-31,21738.59
PR_A017_PER202605_1,2026-05-31,13043.16
PR_A017_PER202605_2,2026-05-31,8695.44
PR_A018_PER202605_0,2026-05-31,22224.07
PR_A018_PER202605_1,2026-05-31,13334.44
PR_A018_PER202605_2,2026-05-31,8889.63
PR_A019_PER202605_0,2026-05-31,22709.55
PR_A019_PER202605_1,2026-05-31,13625.73
PR_A019_PER202605_2,2026-05-31,9083.82
PR_A020_PER202605_0,2026-05-31,23195.03
PR_A020_PER202605_1,2026-05-31,13917.02
PR_A020_PER202605_2,2026-05-31,9278.01
PR_A021_PER202605_0,2026-05-31,23680.5
PR_A021_PER202605_1,2026-05-31,14208.3
PR_A021_PER202605_2,2026-05-31,9472.2
PR_A022_PER202605_0,2026-05-31,24165.98
PR_A022_PER202605_1,2026-05-31,14499.59
PR_A022_PER202605_2,2026-05-31,9666.39
PR_A023_PER202605_0,2026-05-31,24651.46
PR_A023_PER202605_1,2026-05-31,14790.87
PR_A023_PER202605_2,2026-05-31,9860.58
PR_A024_PER202605_0,2026-05-31,25136.93
PR_A024_PER202605_1,2026-05-31,15082.16
PR_A024_PER202605_2,2026-05-31,10054.77
PR_A025_PER202605_0,2026-05-31,25622.41
PR_A025_PER202605_1,2026-05-31,15373.45
PR_A025_PER202605_2,2026-05-31,10248.96
PR_A026_PER202605_0,2026-05-31,26107.89
PR_A026_PER202605_1,2026-05-31,15664.73
PR_A026_PER202605_2,2026-05-31,10443.16
PR_A027_PER202605_0,2026-05-31,26593.37
PR_A027_PER202605_1,2026-05-31,15956.02
PR_A027_PER202605_2,2026-05-31,10637.35
PR_A028_PER202605_0,2026-05-31,27078.84
PR_A028_PER202605_1,2026-05-31,16247.31
PR_A028_PER202605_2,2026-05-31,10831.54
PR_A029_PER202605_0,2026-05-31,27564.32
PR_A029_PER202605_1,2026-05-31,16538.59
PR_A029_PER202605_2,2026-05-31,11025.73
PR_A030_PER202605_0,2026-05-31,28049.8
PR_A030_PER202605_1,2026-05-31,16829.88
PR_A030_PER202605_2,2026-05-31,11219.92
PR_A031_PER202605_0,2026-05-31,28535.28
PR_A031_PER202605_1,2026-05-31,17121.17
PR_A031_PER202605_2,2026-05-31,11414.11
PR_A032_PER202605_0,2026-05-31,29020.75
PR_A032_PER202605_1,2026-05-31,17412.45
PR_A032_PER202605_2,2026-05-31,11608.3
PR_A033_PER202605_0,2026-05-31,29506.23
PR_A033_PER202605_1,2026-05-31,17703.74
PR_A033_PER202605_2,2026-05-31,11802.49
PR_A034_PER202605_0,2026-05-31,29991.71
PR_A034_PER202605_1,2026-05-31,17995.02
PR_A034_PER202605_2,2026-05-31,11996.68
PR_A035_PER202605_0,2026-05-31,30477.18
PR_A035_PER202605_1,2026-05-31,18286.31
PR_A035_PER202605_2,2026-05-31,12190.87
PR_A036_PER202605_0,2026-05-31,30962.66
PR_A036_PER202605_1,2026-05-31,18577.6
PR_A036_PER202605_2,2026-05-31,12385.06
PR_A037_PER202605_0,2026-05-31,31448.14
PR_A037_PER202605_1,2026-05-31,18868.88
PR_A037_PER202605_2,2026-05-31,12579.26
PR_A038_PER202605_0,2026-05-31,31933.62
PR_A038_PER202605_1,2026-05-31,19160.17
PR_A038_PER202605_2,2026-05-31,12773.45
PR_A039_PER202605_0,2026-05-31,32419.09
PR_A039_PER202605_1,2026-05-31,19451.46
PR_A039_PER202605_2,2026-05-31,12967.64
PR_A040_PER202605_0,2026-05-31,32904.57
PR_A040_PER202605_1,2026-05-31,19742.74
PR_A040_PER202605_2,2026-05-31,13161.83
PR_A041_PER202605_0,2026-05-31,33390.05
PR_A041_PER202605_1,2026-05-31,20034.03
PR_A041_PER202605_2,2026-05-31,13356.02
PR_A042_PER202605_0,2026-05-31,33875.53
PR_A042_PER202605_1,2026-05-31,20325.32
PR_A042_PER202605_2,2026-05-31,13550.21
PR_A043_PER202605_0,2026-05-31,34361.0
PR_A043_PER202605_1,2026-05-31,20616.6
PR_A043_PER202605_2,2026-05-31,13744.4
PR_A044_PER202605_0,2026-05-31,34846.48
PR_A044_PER202605_1,2026-05-31,20907.89
PR_A044_PER202605_2,2026-05-31,13938.59
PR_A045_PER202605_0,2026-05-31,35331.96
PR_A045_PER202605_1,2026-05-31,21199.17
PR_A045_PER202605_2,2026-05-31,14132.78
PR_A046_PER202605_0,2026-05-31,35817.43
PR_A046_PER202605_1,2026-05-31,21490.46
PR_A046_PER202605_2,2026-05-31,14326.97
PR_A047_PER202605_0,2026-05-31,36302.91
PR_A047_PER202605_1,2026-05-31,21781.75
PR_A047_PER202605_2,2026-05-31,14521.16
PR_A048_PER202605_0,2026-05-31,36788.39
PR_A048_PER202605_1,2026-05-31,22073.03
PR_A048_PER202605_2,2026-05-31,14715.36
PR_A049_PER202605_0,2026-05-31,37273.87
PR_A049_PER202605_1,2026-05-31,22364.32
PR_A049_PER202605_2,2026-05-31,14909.55
PR_A050_PER202605_0,2026-05-31,37759.34
PR_A050_PER202605_1,2026-05-31,22655.61
PR_A050_PER202605_2,2026-05-31,15103.74
PR_A051_PER202605_0,2026-05-31,31360.75
PR_A051_PER202605_1,2026-05-31,18816.45
PR_A051_PER202605_2,2026-05-31,12544.3
PR_A052_PER202605_0,2026-05-31,31758.84
PR_A052_PER202605_1,2026-05-31,19055.31
PR_A052_PER202605_2,2026-05-31,12703.54
PR_A053_PER202605_0,2026-05-31,32156.94
PR_A053_PER202605_1,2026-05-31,19294.16
PR_A053_PER202605_2,2026-05-31,12862.77
PR_A054_PER202605_0,2026-05-31,32555.03
PR_A054_PER202605_1,2026-05-31,19533.02
PR_A054_PER202605_2,2026-05-31,13022.01
PR_A055_PER202605_0,2026-05-31,32953.12
PR_A055_PER202605_1,2026-05-31,19771.87
PR_A055_PER202605_2,2026-05-31,13181.25
PR_A056_PER202605_0,2026-05-31,33351.21
PR_A056_PER202605_1,2026-05-31,20010.73
PR_A056_PER202605_2,2026-05-31,13340.48
PR_A057_PER202605_0,2026-05-31,33749.3
PR_A057_PER202605_1,2026-05-31,20249.58
PR_A057_PER202605_2,2026-05-31,13499.72
PR_A058_PER202605_0,2026-05-31,34147.39
PR_A058_PER202605_1,2026-05-31,20488.44
PR_A058_PER202605_2,2026-05-31,13658.96
PR_A059_PER202605_0,2026-05-31,34545.48
PR_A059_PER202605_1,2026-05-31,20727.29
PR_A059_PER202605_2,2026-05-31,13818.19
PR_A060_PER202605_0,2026-05-31,34943.58
PR_A060_PER202605_1,2026-05-31,20966.15
PR_A060_PER202605_2,2026-05-31,13977.43
PR_A001_PER202606_0,2026-06-30,16871.75
PR_A001_PER202606_1,2026-06-30,10123.05
PR_A001_PER202606_2,2026-06-30,6748.7
PR_A002_PER202606_0,2026-06-30,17458.02
PR_A002_PER202606_1,2026-06-30,10474.81
PR_A002_PER202606_2,2026-06-30,6983.21
PR_A003_PER202606_0,2026-06-30,18044.3
PR_A003_PER202606_1,2026-06-30,10826.58
PR_A003_PER202606_2,2026-06-30,7217.72
PR_A004_PER202606_0,2026-06-30,18630.58
PR_A004_PER202606_1,2026-06-30,11178.35
PR_A004_PER202606_2,2026-06-30,7452.23
PR_A005_PER202606_0,2026-06-30,19216.85
PR_A005_PER202606_1,2026-06-30,11530.11
PR_A005_PER202606_2,2026-06-30,7686.74
PR_A006_PER202606_0,2026-06-30,19803.13
PR_A006_PER202606_1,2026-06-30,11881.88
PR_A006_PER202606_2,2026-06-30,7921.25
PR_A007_PER202606_0,2026-06-30,20389.41
PR_A007_PER202606_1,2026-06-30,12233.64
PR_A007_PER202606_2,2026-06-30,8155.76
PR_A008_PER202606_0,2026-06-30,20975.68
PR_A008_PER202606_1,2026-06-30,12585.41
PR_A008_PER202606_2,2026-06-30,8390.27
PR_A009_PER202606_0,2026-06-30,21561.96
PR_A009_PER202606_1,2026-06-30,12937.18
PR_A009_PER202606_2,2026-06-30,8624.78
PR_A010_PER202606_0,2026-06-30,22148.24
PR_A010_PER202606_1,2026-06-30,13288.94
PR_A010_PER202606_2,2026-06-30,8859.3
PR_A011_PER202606_0,2026-06-30,19266.54
PR_A011_PER202606_1,2026-06-30,11559.92
PR_A011_PER202606_2,2026-06-30,7706.62
PR_A012_PER202606_0,2026-06-30,19763.38
PR_A012_PER202606_1,2026-06-30,11858.03
PR_A012_PER202606_2,2026-06-30,7905.35
PR_A013_PER202606_0,2026-06-30,20260.23
PR_A013_PER202606_1,2026-06-30,12156.14
PR_A013_PER202606_2,2026-06-30,8104.09
PR_A014_PER202606_0,2026-06-30,20757.07
PR_A014_PER202606_1,2026-06-30,12454.24
PR_A014_PER202606_2,2026-06-30,8302.83
PR_A015_PER202606_0,2026-06-30,21253.92
PR_A015_PER202606_1,2026-06-30,12752.35
PR_A015_PER202606_2,2026-06-30,8501.57
PR_A016_PER202606_0,2026-06-30,21750.76
PR_A016_PER202606_1,2026-06-30,13050.46
PR_A016_PER202606_2,2026-06-30,8700.31
PR_A017_PER202606_0,2026-06-30,22247.61
PR_A017_PER202606_1,2026-06-30,13348.56
PR_A017_PER202606_2,2026-06-30,8899.04
PR_A018_PER202606_0,2026-06-30,22744.45
PR_A018_PER202606_1,2026-06-30,13646.67
PR_A018_PER202606_2,2026-06-30,9097.78
PR_A019_PER202606_0,2026-06-30,23241.3
PR_A019_PER202606_1,2026-06-30,13944.78
PR_A019_PER202606_2,2026-06-30,9296.52
PR_A020_PER202606_0,2026-06-30,23738.14
PR_A020_PER202606_1,2026-06-30,14242.89
PR_A020_PER202606_2,2026-06-30,9495.26
PR_A021_PER202606_0,2026-06-30,24234.99
PR_A021_PER202606_1,2026-06-30,14540.99
PR_A021_PER202606_2,2026-06-30,9693.99
PR_A022_PER202606_0,2026-06-30,24731.83
PR_A022_PER202606_1,2026-06-30,14839.1
PR_A022_PER202606_2,2026-06-30,9892.73
PR_A023_PER202606_0,2026-06-30,25228.68
PR_A023_PER202606_1,2026-06-30,15137.21
PR_A023_PER202606_2,2026-06-30,10091.47
PR_A024_PER202606_0,2026-06-30,25725.52
PR_A024_PER202606_1,2026-06-30,15435.31
PR_A024_PER202606_2,2026-06-30,10290.21
PR_A025_PER202606_0,2026-06-30,26222.37
PR_A025_PER202606_1,2026-06-30,15733.42
PR_A025_PER202606_2,2026-06-30,10488.95
PR_A026_PER202606_0,2026-06-30,26719.21
PR_A026_PER202606_1,2026-06-30,16031.53
PR_A026_PER202606_2,2026-06-30,10687.68
PR_A027_PER202606_0,2026-06-30,27216.06
PR_A027_PER202606_1,2026-06-30,16329.63
PR_A027_PER202606_2,2026-06-30,10886.42
PR_A028_PER202606_0,2026-06-30,27712.9
PR_A028_PER202606_1,2026-06-30,16627.74
PR_A028_PER202606_2,2026-06-30,11085.16
PR_A029_PER202606_0,2026-06-30,28209.75
PR_A029_PER202606_1,2026-06-30,16925.85
PR_A029_PER202606_2,2026-06-30,11283.9
PR_A030_PER202606_0,2026-06-30,28706.59
PR_A030_PER202606_1,2026-06-30,17223.95
PR_A030_PER202606_2,2026-06-30,11482.64
PR_A031_PER202606_0,2026-06-30,29203.44
PR_A031_PER202606_1,2026-06-30,17522.06
PR_A031_PER202606_2,2026-06-30,11681.37
