measurement_id,target_value,actual_value,attainment_pct,status,measured_at
MEAS020_06_4,1000000,636300.0,63.63,OFF_TRACK,2026-07-01
MEAS020_09_0,15,9.18,61.2,OFF_TRACK,2026-07-01
MEAS020_09_1,15,9.61,64.08,OFF_TRACK,2026-07-01
MEAS020_09_2,15,10.04,66.96,OFF_TRACK,2026-07-01
MEAS020_09_3,15,10.48,69.84,OFF_TRACK,2026-07-01
MEAS020_09_4,1000000,727200.0,72.72,OFF_TRACK,2026-07-01
MEAS020_12_0,15,10.33,68.85,OFF_TRACK,2026-07-01
MEAS020_12_1,15,10.81,72.09,OFF_TRACK,2026-07-01
MEAS020_12_2,15,11.3,75.33,OFF_TRACK,2026-07-01
MEAS020_12_3,15,11.79,78.57,OFF_TRACK,2026-07-01
MEAS020_12_4,1000000,818100.0,81.81,ON_TRACK,2026-07-01
MEAS020_15_0,15,11.47,76.5,OFF_TRACK,2026-07-01
MEAS020_15_1,15,12.02,80.1,ON_TRACK,2026-07-01
MEAS020_15_2,15,12.55,83.7,ON_TRACK,2026-07-01
MEAS020_15_3,15,13.09,87.3,ON_TRACK,2026-07-01
MEAS020_15_4,1000000,909000.0,90.9,ON_TRACK,2026-07-01
MEAS020_18_0,15,12.62,84.15,ON_TRACK,2026-07-01
MEAS020_18_1,15,13.22,88.11,ON_TRACK,2026-07-01
MEAS020_18_2,15,13.81,92.07,ON_TRACK,2026-07-01
MEAS020_18_3,15,14.4,96.03,ON_TRACK,2026-07-01
MEAS020_18_4,1000000,999900.0,99.99,ON_TRACK,2026-07-01
MEAS020_21_0,15,7.39,49.3,OFF_TRACK,2026-07-01
MEAS020_21_1,15,7.74,51.62,OFF_TRACK,2026-07-01
MEAS020_21_2,15,8.09,53.94,OFF_TRACK,2026-07-01
MEAS020_21_3,15,8.44,56.26,OFF_TRACK,2026-07-01
MEAS020_21_4,1000000,585800.0,58.58,OFF_TRACK,2026-07-01
MEAS020_24_0,15,8.54,56.95,OFF_TRACK,2026-07-01
MEAS020_24_1,15,8.94,59.63,OFF_TRACK,2026-07-01
MEAS020_24_2,15,9.35,62.31,OFF_TRACK,2026-07-01
MEAS020_24_3,15,9.75,64.99,OFF_TRACK,2026-07-01
MEAS020_24_4,1000000,676700.0,67.67,OFF_TRACK,2026-07-01
MEAS021_03_0,15,7.78,51.85,OFF_TRACK,2026-07-01
MEAS021_03_1,15,8.14,54.29,OFF_TRACK,2026-07-01
MEAS021_03_2,15,8.51,56.73,OFF_TRACK,2026-07-01
MEAS021_03_3,15,8.88,59.17,OFF_TRACK,2026-07-01
MEAS021_03_4,1000000,616100.0,61.61,OFF_TRACK,2026-07-01
MEAS021_06_0,15,8.92,59.5,OFF_TRACK,2026-07-01
MEAS021_06_1,15,9.35,62.3,OFF_TRACK,2026-07-01
MEAS021_06_2,15,9.76,65.1,OFF_TRACK,2026-07-01
MEAS021_06_3,15,10.19,67.9,OFF_TRACK,2026-07-01
MEAS021_06_4,1000000,707000.0,70.7,OFF_TRACK,2026-07-01
MEAS021_09_0,15,10.07,67.15,OFF_TRACK,2026-07-01
MEAS021_09_1,15,10.55,70.31,OFF_TRACK,2026-07-01
MEAS021_09_2,15,11.02,73.47,OFF_TRACK,2026-07-01
MEAS021_09_3,15,11.49,76.63,OFF_TRACK,2026-07-01
MEAS021_09_4,1000000,797900.0,79.79,OFF_TRACK,2026-07-01
MEAS021_12_0,15,11.22,74.8,OFF_TRACK,2026-07-01
MEAS021_12_1,15,11.75,78.32,OFF_TRACK,2026-07-01
MEAS021_12_2,15,12.28,81.84,ON_TRACK,2026-07-01
MEAS021_12_3,15,12.8,85.36,ON_TRACK,2026-07-01
MEAS021_12_4,1000000,888800.0,88.88,ON_TRACK,2026-07-01
MEAS021_15_0,15,12.37,82.45,ON_TRACK,2026-07-01
MEAS021_15_1,15,12.95,86.33,ON_TRACK,2026-07-01
MEAS021_15_2,15,13.53,90.21,ON_TRACK,2026-07-01
MEAS021_15_3,15,14.11,94.09,ON_TRACK,2026-07-01
MEAS021_15_4,1000000,979700.0,97.97,ON_TRACK,2026-07-01
MEAS021_18_0,15,7.14,47.6,OFF_TRACK,2026-07-01
MEAS021_18_1,15,7.48,49.84,OFF_TRACK,2026-07-01
MEAS021_18_2,15,7.81,52.08,OFF_TRACK,2026-07-01
MEAS021_18_3,15,8.15,54.32,OFF_TRACK,2026-07-01
MEAS021_18_4,1000000,565600.0,56.56,OFF_TRACK,2026-07-01
MEAS021_21_0,15,8.29,55.25,OFF_TRACK,2026-07-01
MEAS021_21_1,15,8.68,57.85,OFF_TRACK,2026-07-01
MEAS021_21_2,15,9.07,60.45,OFF_TRACK,2026-07-01
MEAS021_21_3,15,9.46,63.05,OFF_TRACK,2026-07-01
MEAS021_21_4,1000000,656500.0,65.65,OFF_TRACK,2026-07-01
MEAS021_24_0,15,9.43,62.9,OFF_TRACK,2026-07-01
MEAS021_24_1,15,9.88,65.86,OFF_TRACK,2026-07-01
MEAS021_24_2,15,10.32,68.82,OFF_TRACK,2026-07-01
MEAS021_24_3,15,10.77,71.78,OFF_TRACK,2026-07-01
MEAS021_24_4,1000000,747400.0,74.74,OFF_TRACK,2026-07-01
MEAS022_03_0,15,8.67,57.8,OFF_TRACK,2026-07-01
MEAS022_03_1,15,9.08,60.52,OFF_TRACK,2026-07-01
MEAS022_03_2,15,9.49,63.24,OFF_TRACK,2026-07-01
MEAS022_03_3,15,9.89,65.96,OFF_TRACK,2026-07-01
MEAS022_03_4,1000000,686800.0,68.68,OFF_TRACK,2026-07-01
MEAS022_06_0,15,9.82,65.45,OFF_TRACK,2026-07-01
MEAS022_06_1,15,10.28,68.53,OFF_TRACK,2026-07-01
MEAS022_06_2,15,10.74,71.61,OFF_TRACK,2026-07-01
MEAS022_06_3,15,11.2,74.69,OFF_TRACK,2026-07-01
MEAS022_06_4,1000000,777700.0,77.77,OFF_TRACK,2026-07-01
MEAS022_09_0,15,10.96,73.1,OFF_TRACK,2026-07-01
MEAS022_09_1,15,11.48,76.54,OFF_TRACK,2026-07-01
MEAS022_09_2,15,12.0,79.98,OFF_TRACK,2026-07-01
MEAS022_09_3,15,12.51,83.42,ON_TRACK,2026-07-01
MEAS022_09_4,1000000,868600.0,86.86,ON_TRACK,2026-07-01
MEAS022_12_0,15,12.11,80.75,ON_TRACK,2026-07-01
MEAS022_12_1,15,12.68,84.55,ON_TRACK,2026-07-01
MEAS022_12_2,15,13.25,88.35,ON_TRACK,2026-07-01
MEAS022_12_3,15,13.82,92.15,ON_TRACK,2026-07-01
MEAS022_12_4,1000000,959500.0,95.95,ON_TRACK,2026-07-01
MEAS022_15_0,15,13.26,88.4,ON_TRACK,2026-07-01
MEAS022_15_1,15,13.88,92.56,ON_TRACK,2026-07-01
MEAS022_15_2,15,14.51,96.72,ON_TRACK,2026-07-01
MEAS022_15_3,15,15.13,100.88,ON_TRACK,2026-07-01
MEAS022_15_4,1000000,1050400.0,105.04,ON_TRACK,2026-07-01
MEAS022_18_0,15,8.03,53.55,OFF_TRACK,2026-07-01
MEAS022_18_1,15,8.41,56.07,OFF_TRACK,2026-07-01
MEAS022_18_2,15,8.79,58.59,OFF_TRACK,2026-07-01
MEAS022_18_3,15,9.17,61.11,OFF_TRACK,2026-07-01
MEAS022_18_4,1000000,636300.0,63.63,OFF_TRACK,2026-07-01
MEAS022_21_0,15,9.18,61.2,OFF_TRACK,2026-07-01
MEAS022_21_1,15,9.61,64.08,OFF_TRACK,2026-07-01
MEAS022_21_2,15,10.04,66.96,OFF_TRACK,2026-07-01
MEAS022_21_3,15,10.48,69.84,OFF_TRACK,2026-07-01
MEAS022_21_4,1000000,727200.0,72.72,OFF_TRACK,2026-07-01
MEAS022_24_0,15,10.33,68.85,OFF_TRACK,2026-07-01
MEAS022_24_1,15,10.81,72.09,OFF_TRACK,2026-07-01
MEAS022_24_2,15,11.3,75.33,OFF_TRACK,2026-07-01
MEAS022_24_3,15,11.79,78.57,OFF_TRACK,2026-07-01
MEAS022_24_4,1000000,818100.0,81.81,ON_TRACK,2026-07-01
MEAS023_03_0,15,9.56,63.75,OFF_TRACK,2026-07-01
MEAS023_03_1,15,10.01,66.75,OFF_TRACK,2026-07-01
MEAS023_03_2,15,10.46,69.75,OFF_TRACK,2026-07-01
MEAS023_03_3,15,10.91,72.75,OFF_TRACK,2026-07-01
MEAS023_03_4,1000000,757500.0,75.75,OFF_TRACK,2026-07-01
MEAS023_06_0,15,10.71,71.4,OFF_TRACK,2026-07-01
MEAS023_06_1,15,11.21,74.76,OFF_TRACK,2026-07-01
MEAS023_06_2,15,11.72,78.12,OFF_TRACK,2026-07-01
MEAS023_06_3,15,12.22,81.48,ON_TRACK,2026-07-01
MEAS023_06_4,1000000,848400.0,84.84,ON_TRACK,2026-07-01
MEAS023_09_0,15,11.86,79.05,OFF_TRACK,2026-07-01
MEAS023_09_1,15,12.42,82.77,ON_TRACK,2026-07-01
MEAS023_09_2,15,12.97,86.49,ON_TRACK,2026-07-01
MEAS023_09_3,15,13.53,90.21,ON_TRACK,2026-07-01
MEAS023_09_4,1000000,939300.0,93.93,ON_TRACK,2026-07-01
MEAS023_12_0,15,13.01,86.7,ON_TRACK,2026-07-01
MEAS023_12_1,15,13.62,90.78,ON_TRACK,2026-07-01
MEAS023_12_2,15,14.23,94.86,ON_TRACK,2026-07-01
MEAS023_12_3,15,14.84,98.94,ON_TRACK,2026-07-01
MEAS023_12_4,1000000,1030200.0,103.02,ON_TRACK,2026-07-01
MEAS023_15_0,15,7.78,51.85,OFF_TRACK,2026-07-01
MEAS023_15_1,15,8.14,54.29,OFF_TRACK,2026-07-01
MEAS023_15_2,15,8.51,56.73,OFF_TRACK,2026-07-01
MEAS023_15_3,15,8.88,59.17,OFF_TRACK,2026-07-01
MEAS023_15_4,1000000,616100.0,61.61,OFF_TRACK,2026-07-01
MEAS023_18_0,15,8.92,59.5,OFF_TRACK,2026-07-01
MEAS023_18_1,15,9.35,62.3,OFF_TRACK,2026-07-01
MEAS023_18_2,15,9.76,65.1,OFF_TRACK,2026-07-01
MEAS023_18_3,15,10.19,67.9,OFF_TRACK,2026-07-01
MEAS023_18_4,1000000,707000.0,70.7,OFF_TRACK,2026-07-01
MEAS023_21_0,15,10.07,67.15,OFF_TRACK,2026-07-01
MEAS023_21_1,15,10.55,70.31,OFF_TRACK,2026-07-01
MEAS023_21_2,15,11.02,73.47,OFF_TRACK,2026-07-01
MEAS023_21_3,15,11.49,76.63,OFF_TRACK,2026-07-01
MEAS023_21_4,1000000,797900.0,79.79,OFF_TRACK,2026-07-01
MEAS023_24_0,15,11.22,74.8,OFF_TRACK,2026-07-01
MEAS023_24_1,15,11.75,78.32,OFF_TRACK,2026-07-01
MEAS023_24_2,15,12.28,81.84,ON_TRACK,2026-07-01
MEAS023_24_3,15,12.8,85.36,ON_TRACK,2026-07-01
MEAS023_24_4,1000000,888800.0,88.88,ON_TRACK,2026-07-01
MEAS024_03_0,15,10.45,69.7,OFF_TRACK,2026-07-01
MEAS024_03_1,15,10.95,72.98,OFF_TRACK,2026-07-01
MEAS024_03_2,15,11.44,76.26,OFF_TRACK,2026-07-01
MEAS024_03_3,15,11.93,79.54,OFF_TRACK,2026-07-01
MEAS024_03_4,1000000,828200.0,82.82,ON_TRACK,2026-07-01
MEAS024_06_0,15,11.6,77.35,OFF_TRACK,2026-07-01
MEAS024_06_1,15,12.15,80.99,ON_TRACK,2026-07-01
MEAS024_06_2,15,12.69,84.63,ON_TRACK,2026-07-01
MEAS024_06_3,15,13.24,88.27,ON_TRACK,2026-07-01
MEAS024_06_4,1000000,919100.0,91.91,ON_TRACK,2026-07-01
MEAS024_09_0,15,12.75,85.0,ON_TRACK,2026-07-01
MEAS024_09_1,15,13.35,89.0,ON_TRACK,2026-07-01
MEAS024_09_2,15,13.95,93.0,ON_TRACK,2026-07-01
MEAS024_09_3,15,14.55,97.0,ON_TRACK,2026-07-01
MEAS024_09_4,1000000,1010000.0,101.0,ON_TRACK,2026-07-01
MEAS024_12_0,15,7.52,50.15,OFF_TRACK,2026-07-01
MEAS024_12_1,15,7.88,52.51,OFF_TRACK,2026-07-01
MEAS024_12_2,15,8.23,54.87,OFF_TRACK,2026-07-01
MEAS024_12_3,15,8.58,57.23,OFF_TRACK,2026-07-01
MEAS024_12_4,1000000,595900.0,59.59,OFF_TRACK,2026-07-01
MEAS024_15_0,15,8.67,57.8,OFF_TRACK,2026-07-01
MEAS024_15_1,15,9.08,60.52,OFF_TRACK,2026-07-01
MEAS024_15_2,15,9.49,63.24,OFF_TRACK,2026-07-01
MEAS024_15_3,15,9.89,65.96,OFF_TRACK,2026-07-01
MEAS024_15_4,1000000,686800.0,68.68,OFF_TRACK,2026-07-01
MEAS024_18_0,15,9.82,65.45,OFF_TRACK,2026-07-01
MEAS024_18_1,15,10.28,68.53,OFF_TRACK,2026-07-01
MEAS024_18_2,15,10.74,71.61,OFF_TRACK,2026-07-01
MEAS024_18_3,15,11.2,74.69,OFF_TRACK,2026-07-01
MEAS024_18_4,1000000,777700.0,77.77,OFF_TRACK,2026-07-01
MEAS024_21_0,15,10.96,73.1,OFF_TRACK,2026-07-01
MEAS024_21_1,15,11.48,76.54,OFF_TRACK,2026-07-01
MEAS024_21_2,15,12.0,79.98,OFF_TRACK,2026-07-01
MEAS024_21_3,15,12.51,83.42,ON_TRACK,2026-07-01
MEAS024_21_4,1000000,868600.0,86.86,ON_TRACK,2026-07-01
MEAS024_24_0,15,12.11,80.75,ON_TRACK,2026-07-01
MEAS024_24_1,15,12.68,84.55,ON_TRACK,2026-07-01
MEAS024_24_2,15,13.25,88.35,ON_TRACK,2026-07-01
MEAS024_24_3,15,13.82,92.15,ON_TRACK,2026-07-01
MEAS024_24_4,1000000,959500.0,95.95,ON_TRACK,2026-07-01
