feature_snapshot_id,entity_type,entity_id,feature_group,feature_version,snapshot_time,features_json,source_lineage_json
FS_AC_AC00035_202607,ACCOUNT,AC00035,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":176643.9,""holding_count"":7,""managed_allocation_ratio"":0.39,""activity_recency_days"":13,""concentration_risk_score"":60}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00036_202607,ACCOUNT,AC00036,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":215898.1,""holding_count"":2,""managed_allocation_ratio"":0.48,""activity_recency_days"":24,""concentration_risk_score"":73}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00037_202607,ACCOUNT,AC00037,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":180207.45,""holding_count"":3,""managed_allocation_ratio"":0.57,""activity_recency_days"":35,""concentration_risk_score"":86}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00038_202607,ACCOUNT,AC00038,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":220253.55,""holding_count"":4,""managed_allocation_ratio"":0.66,""activity_recency_days"":46,""concentration_risk_score"":29}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00039_202607,ACCOUNT,AC00039,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":183771.0,""holding_count"":5,""managed_allocation_ratio"":0.75,""activity_recency_days"":57,""concentration_risk_score"":42}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00040_202607,ACCOUNT,AC00040,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":224609.0,""holding_count"":6,""managed_allocation_ratio"":0.12,""activity_recency_days"":68,""concentration_risk_score"":55}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00041_202607,ACCOUNT,AC00041,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":187334.55,""holding_count"":7,""managed_allocation_ratio"":0.21,""activity_recency_days"":4,""concentration_risk_score"":68}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00042_202607,ACCOUNT,AC00042,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":228964.45,""holding_count"":2,""managed_allocation_ratio"":0.3,""activity_recency_days"":15,""concentration_risk_score"":81}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00043_202607,ACCOUNT,AC00043,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":190898.1,""holding_count"":3,""managed_allocation_ratio"":0.39,""activity_recency_days"":26,""concentration_risk_score"":94}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00044_202607,ACCOUNT,AC00044,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":233319.9,""holding_count"":4,""managed_allocation_ratio"":0.48,""activity_recency_days"":37,""concentration_risk_score"":37}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00045_202607,ACCOUNT,AC00045,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":194461.65,""holding_count"":5,""managed_allocation_ratio"":0.57,""activity_recency_days"":48,""concentration_risk_score"":50}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00046_202607,ACCOUNT,AC00046,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":237675.35,""holding_count"":6,""managed_allocation_ratio"":0.66,""activity_recency_days"":59,""concentration_risk_score"":63}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00047_202607,ACCOUNT,AC00047,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":198025.2,""holding_count"":7,""managed_allocation_ratio"":0.75,""activity_recency_days"":70,""concentration_risk_score"":76}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00048_202607,ACCOUNT,AC00048,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":242030.8,""holding_count"":2,""managed_allocation_ratio"":0.12,""activity_recency_days"":6,""concentration_risk_score"":89}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00049_202607,ACCOUNT,AC00049,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":201588.75,""holding_count"":3,""managed_allocation_ratio"":0.21,""activity_recency_days"":17,""concentration_risk_score"":32}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00050_202607,ACCOUNT,AC00050,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":246386.25,""holding_count"":4,""managed_allocation_ratio"":0.3,""activity_recency_days"":28,""concentration_risk_score"":45}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00051_202607,ACCOUNT,AC00051,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":205152.3,""holding_count"":5,""managed_allocation_ratio"":0.39,""activity_recency_days"":39,""concentration_risk_score"":58}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00052_202607,ACCOUNT,AC00052,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":250741.7,""holding_count"":6,""managed_allocation_ratio"":0.48,""activity_recency_days"":50,""concentration_risk_score"":71}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00053_202607,ACCOUNT,AC00053,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":208715.85,""holding_count"":7,""managed_allocation_ratio"":0.57,""activity_recency_days"":61,""concentration_risk_score"":84}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00054_202607,ACCOUNT,AC00054,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":255097.15,""holding_count"":2,""managed_allocation_ratio"":0.66,""activity_recency_days"":72,""concentration_risk_score"":27}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00055_202607,ACCOUNT,AC00055,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":212279.4,""holding_count"":3,""managed_allocation_ratio"":0.75,""activity_recency_days"":8,""concentration_risk_score"":40}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00056_202607,ACCOUNT,AC00056,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":259452.6,""holding_count"":4,""managed_allocation_ratio"":0.12,""activity_recency_days"":19,""concentration_risk_score"":53}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00057_202607,ACCOUNT,AC00057,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":215842.95,""holding_count"":5,""managed_allocation_ratio"":0.21,""activity_recency_days"":30,""concentration_risk_score"":66}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00058_202607,ACCOUNT,AC00058,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":263808.05,""holding_count"":6,""managed_allocation_ratio"":0.3,""activity_recency_days"":41,""concentration_risk_score"":79}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00059_202607,ACCOUNT,AC00059,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":219406.5,""holding_count"":7,""managed_allocation_ratio"":0.39,""activity_recency_days"":52,""concentration_risk_score"":92}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_AC_AC00060_202607,ACCOUNT,AC00060,ACCOUNT_PROFILE,v1.1,2026-07-01,"{""current_value"":268163.5,""holding_count"":2,""managed_allocation_ratio"":0.48,""activity_recency_days"":63,""concentration_risk_score"":35}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P001_202607,PRODUCT,P001,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":true,""risk_ordinal"":2,""household_adoption_count"":17,""revenue_contribution_score"":0.27,""cross_sell_affinity"":0.39}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P002_202607,PRODUCT,P002,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":true,""risk_ordinal"":3,""household_adoption_count"":24,""revenue_contribution_score"":0.34,""cross_sell_affinity"":0.48}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P003_202607,PRODUCT,P003,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":1,""household_adoption_count"":31,""revenue_contribution_score"":0.41,""cross_sell_affinity"":0.57}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P004_202607,PRODUCT,P004,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":2,""household_adoption_count"":38,""revenue_contribution_score"":0.48,""cross_sell_affinity"":0.66}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P005_202607,PRODUCT,P005,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":3,""household_adoption_count"":45,""revenue_contribution_score"":0.55,""cross_sell_affinity"":0.75}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P006_202607,PRODUCT,P006,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":1,""household_adoption_count"":52,""revenue_contribution_score"":0.62,""cross_sell_affinity"":0.84}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P007_202607,PRODUCT,P007,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":2,""household_adoption_count"":59,""revenue_contribution_score"":0.69,""cross_sell_affinity"":0.3}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P008_202607,PRODUCT,P008,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":3,""household_adoption_count"":66,""revenue_contribution_score"":0.76,""cross_sell_affinity"":0.39}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P009_202607,PRODUCT,P009,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":1,""household_adoption_count"":73,""revenue_contribution_score"":0.83,""cross_sell_affinity"":0.48}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P010_202607,PRODUCT,P010,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":2,""household_adoption_count"":80,""revenue_contribution_score"":0.2,""cross_sell_affinity"":0.57}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P011_202607,PRODUCT,P011,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":3,""household_adoption_count"":87,""revenue_contribution_score"":0.27,""cross_sell_affinity"":0.66}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P012_202607,PRODUCT,P012,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":1,""household_adoption_count"":14,""revenue_contribution_score"":0.34,""cross_sell_affinity"":0.75}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P013_202607,PRODUCT,P013,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":2,""household_adoption_count"":21,""revenue_contribution_score"":0.41,""cross_sell_affinity"":0.84}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P014_202607,PRODUCT,P014,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":3,""household_adoption_count"":28,""revenue_contribution_score"":0.48,""cross_sell_affinity"":0.3}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P015_202607,PRODUCT,P015,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":1,""household_adoption_count"":35,""revenue_contribution_score"":0.55,""cross_sell_affinity"":0.39}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P016_202607,PRODUCT,P016,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":2,""household_adoption_count"":42,""revenue_contribution_score"":0.62,""cross_sell_affinity"":0.48}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P017_202607,PRODUCT,P017,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":true,""risk_ordinal"":3,""household_adoption_count"":49,""revenue_contribution_score"":0.69,""cross_sell_affinity"":0.57}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P018_202607,PRODUCT,P018,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":true,""risk_ordinal"":1,""household_adoption_count"":56,""revenue_contribution_score"":0.76,""cross_sell_affinity"":0.66}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P019_202607,PRODUCT,P019,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":2,""household_adoption_count"":63,""revenue_contribution_score"":0.83,""cross_sell_affinity"":0.75}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P020_202607,PRODUCT,P020,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":3,""household_adoption_count"":70,""revenue_contribution_score"":0.2,""cross_sell_affinity"":0.84}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P021_202607,PRODUCT,P021,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":1,""household_adoption_count"":77,""revenue_contribution_score"":0.27,""cross_sell_affinity"":0.3}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P022_202607,PRODUCT,P022,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":2,""household_adoption_count"":84,""revenue_contribution_score"":0.34,""cross_sell_affinity"":0.39}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P023_202607,PRODUCT,P023,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":3,""household_adoption_count"":11,""revenue_contribution_score"":0.41,""cross_sell_affinity"":0.48}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P024_202607,PRODUCT,P024,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":1,""household_adoption_count"":18,""revenue_contribution_score"":0.48,""cross_sell_affinity"":0.57}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P025_202607,PRODUCT,P025,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":2,""household_adoption_count"":25,""revenue_contribution_score"":0.55,""cross_sell_affinity"":0.66}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P026_202607,PRODUCT,P026,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":3,""household_adoption_count"":32,""revenue_contribution_score"":0.62,""cross_sell_affinity"":0.75}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P027_202607,PRODUCT,P027,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":1,""household_adoption_count"":39,""revenue_contribution_score"":0.69,""cross_sell_affinity"":0.84}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P028_202607,PRODUCT,P028,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":2,""household_adoption_count"":46,""revenue_contribution_score"":0.76,""cross_sell_affinity"":0.3}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P029_202607,PRODUCT,P029,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":3,""household_adoption_count"":53,""revenue_contribution_score"":0.83,""cross_sell_affinity"":0.39}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P030_202607,PRODUCT,P030,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":1,""household_adoption_count"":60,""revenue_contribution_score"":0.2,""cross_sell_affinity"":0.48}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P031_202607,PRODUCT,P031,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":2,""household_adoption_count"":67,""revenue_contribution_score"":0.27,""cross_sell_affinity"":0.57}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
FS_PR_P032_202607,PRODUCT,P032,PRODUCT_PROFILE,v1.1,2026-07-01,"{""managed_flag"":false,""risk_ordinal"":3,""household_adoption_count"":74,""revenue_contribution_score"":0.34,""cross_sell_affinity"":0.66}","[""graph_relationships"", ""transactions"", ""crm"", ""eligibility""]"
