from_id,to_id,market_value,allocation_pct,as_of_date
AC00318,P048,207504.14,25,2026-07-01
AC00318,P021,166003.31,20,2026-07-01
AC00318,P045,166003.31,20,2026-07-01
AC00319,P003,238933.8,35,2026-07-01
AC00319,P014,170667.0,25,2026-07-01
AC00319,P033,136533.6,20,2026-07-01
AC00319,P058,136533.6,20,2026-07-01
AC00320,P003,292030.2,35,2026-07-01
AC00320,P028,208593.0,25,2026-07-01
AC00320,P046,166874.4,20,2026-07-01
AC00320,P019,166874.4,20,2026-07-01
AC00321,P063,240181.04,35,2026-07-01
AC00321,P044,171557.89,25,2026-07-01
AC00321,P013,137246.31,20,2026-07-01
AC00321,P030,137246.31,20,2026-07-01
AC00322,P037,293554.61,35,2026-07-01
AC00322,P024,209681.86,25,2026-07-01
AC00322,P044,167745.49,20,2026-07-01
AC00322,P058,167745.49,20,2026-07-01
AC00323,P047,241428.28,35,2026-07-01
AC00323,P021,172448.77,25,2026-07-01
AC00323,P019,137959.02,20,2026-07-01
AC00323,P059,137959.02,20,2026-07-01
AC00324,P038,295079.02,35,2026-07-01
AC00324,P014,210770.73,25,2026-07-01
AC00324,P010,168616.58,20,2026-07-01
AC00324,P003,168616.58,20,2026-07-01
AC00325,P018,242675.53,35,2026-07-01
AC00325,P059,173339.66,25,2026-07-01
AC00325,P014,138671.73,20,2026-07-01
AC00325,P007,138671.73,20,2026-07-01
AC00326,P006,296603.42,35,2026-07-01
AC00326,P047,211859.59,25,2026-07-01
AC00326,P040,169487.67,20,2026-07-01
AC00326,P041,169487.67,20,2026-07-01
AC00327,P009,243922.77,35,2026-07-01
AC00327,P046,174230.55,25,2026-07-01
AC00327,P044,139384.44,20,2026-07-01
AC00327,P063,139384.44,20,2026-07-01
AC00328,P019,298127.83,35,2026-07-01
AC00328,P016,212948.45,25,2026-07-01
AC00328,P029,170358.76,20,2026-07-01
AC00328,P012,170358.76,20,2026-07-01
AC00329,P007,245170.01,35,2026-07-01
AC00329,P009,175121.44,25,2026-07-01
AC00329,P053,140097.15,20,2026-07-01
AC00329,P054,140097.15,20,2026-07-01
AC00330,P025,299652.24,35,2026-07-01
AC00330,P052,214037.31,25,2026-07-01
AC00330,P044,171229.85,20,2026-07-01
AC00330,P024,171229.85,20,2026-07-01
AC00331,P043,246417.26,35,2026-07-01
AC00331,P057,176012.33,25,2026-07-01
AC00331,P025,140809.86,20,2026-07-01
AC00331,P024,140809.86,20,2026-07-01
AC00332,P045,301176.64,35,2026-07-01
AC00332,P005,215126.17,25,2026-07-01
AC00332,P024,172100.94,20,2026-07-01
AC00332,P036,172100.94,20,2026-07-01
AC00333,P050,247664.5,35,2026-07-01
AC00333,P063,176903.21,25,2026-07-01
AC00333,P011,141522.57,20,2026-07-01
AC00333,P053,141522.57,20,2026-07-01
AC00334,P023,302701.05,35,2026-07-01
AC00334,P048,216215.04,25,2026-07-01
AC00334,P057,172972.03,20,2026-07-01
AC00334,P059,172972.03,20,2026-07-01
AC00335,P063,248911.74,35,2026-07-01
AC00335,P039,177794.1,25,2026-07-01
AC00335,P031,142235.28,20,2026-07-01
AC00335,P053,142235.28,20,2026-07-01
AC00336,P060,304225.46,35,2026-07-01
AC00336,P035,217303.9,25,2026-07-01
AC00336,P014,173843.12,20,2026-07-01
AC00336,P023,173843.12,20,2026-07-01
AC00337,P049,250158.98,35,2026-07-01
AC00337,P010,178684.99,25,2026-07-01
AC00337,P017,142947.99,20,2026-07-01
AC00337,P055,142947.99,20,2026-07-01
AC00338,P042,305749.87,35,2026-07-01
AC00338,P039,218392.76,25,2026-07-01
AC00338,P011,174714.21,20,2026-07-01
AC00338,P045,174714.21,20,2026-07-01
AC00339,P039,251406.22,35,2026-07-01
AC00339,P064,179575.88,25,2026-07-01
AC00339,P007,143660.7,20,2026-07-01
AC00339,P061,143660.7,20,2026-07-01
AC00340,P059,307274.27,35,2026-07-01
AC00340,P030,219481.62,25,2026-07-01
AC00340,P029,175585.3,20,2026-07-01
AC00340,P036,175585.3,20,2026-07-01
AC00341,P049,252653.47,35,2026-07-01
AC00341,P053,180466.76,25,2026-07-01
AC00341,P011,144373.41,20,2026-07-01
AC00341,P039,144373.41,20,2026-07-01
AC00342,P016,308798.68,35,2026-07-01
AC00342,P015,220570.49,25,2026-07-01
AC00342,P005,176456.39,20,2026-07-01
AC00342,P014,176456.39,20,2026-07-01
AC00343,P050,253900.71,35,2026-07-01
AC00343,P055,181357.65,25,2026-07-01
AC00343,P025,145086.12,20,2026-07-01
AC00343,P026,145086.12,20,2026-07-01
AC00344,P016,310323.09,35,2026-07-01
AC00344,P026,221659.35,25,2026-07-01
AC00344,P054,177327.48,20,2026-07-01
AC00344,P007,177327.48,20,2026-07-01
AC00345,P025,255147.95,35,2026-07-01
AC00345,P017,182248.54,25,2026-07-01
AC00345,P041,145798.83,20,2026-07-01
AC00345,P010,145798.83,20,2026-07-01
AC00346,P027,311847.5,35,2026-07-01
AC00346,P006,222748.21,25,2026-07-01
AC00346,P022,178198.57,20,2026-07-01
AC00346,P051,178198.57,20,2026-07-01
AC00347,P029,256395.19,35,2026-07-01
AC00347,P035,183139.42,25,2026-07-01
AC00347,P033,146511.54,20,2026-07-01
AC00347,P040,146511.54,20,2026-07-01
AC00348,P046,313371.9,35,2026-07-01
AC00348,P022,223837.08,25,2026-07-01
AC00348,P003,179069.66,20,2026-07-01
AC00348,P031,179069.66,20,2026-07-01
AC00349,P013,257642.44,35,2026-07-01
AC00349,P006,184030.31,25,2026-07-01
AC00349,P060,147224.25,20,2026-07-01
AC00349,P026,147224.25,20,2026-07-01
AC00350,P023,314896.31,35,2026-07-01
AC00350,P048,224925.94,25,2026-07-01
AC00350,P025,179940.75,20,2026-07-01
AC00350,P050,179940.75,20,2026-07-01
AC00351,P052,258889.68,35,2026-07-01
AC00351,P041,184921.2,25,2026-07-01
AC00351,P010,147936.96,20,2026-07-01
AC00351,P035,147936.96,20,2026-07-01
AC00352,P032,316420.72,35,2026-07-01
AC00352,P062,226014.8,25,2026-07-01
AC00352,P029,180811.84,20,2026-07-01
AC00352,P052,180811.84,20,2026-07-01
AC00353,P003,260136.92,35,2026-07-01
AC00353,P060,185812.09,25,2026-07-01
AC00353,P058,148649.67,20,2026-07-01
AC00353,P052,148649.67,20,2026-07-01
AC00354,P037,317945.13,35,2026-07-01
AC00354,P053,227103.66,25,2026-07-01
AC00354,P054,181682.93,20,2026-07-01
AC00354,P039,181682.93,20,2026-07-01
AC00355,P033,261384.16,35,2026-07-01
AC00355,P002,186702.98,25,2026-07-01
AC00355,P015,149362.38,20,2026-07-01
AC00355,P014,149362.38,20,2026-07-01
AC00356,P061,319469.53,35,2026-07-01
AC00356,P036,228192.52,25,2026-07-01
AC00356,P010,182554.02,20,2026-07-01
AC00356,P059,182554.02,20,2026-07-01
AC00357,P012,262631.41,35,2026-07-01
AC00357,P007,187593.86,25,2026-07-01
AC00357,P026,150075.09,20,2026-07-01
AC00357,P053,150075.09,20,2026-07-01
AC00358,P018,320993.94,35,2026-07-01
AC00358,P007,229281.39,25,2026-07-01
AC00358,P051,183425.11,20,2026-07-01
AC00358,P037,183425.11,20,2026-07-01
AC00359,P019,263878.65,35,2026-07-01
AC00359,P015,188484.75,25,2026-07-01
AC00359,P004,150787.8,20,2026-07-01
AC00359,P061,150787.8,20,2026-07-01
AC00360,P009,322518.35,35,2026-07-01
AC00360,P011,230370.25,25,2026-07-01
AC00360,P058,184296.2,20,2026-07-01
AC00360,P032,184296.2,20,2026-07-01
AC00361,P020,265125.89,35,2026-07-01
AC00361,P062,189375.64,25,2026-07-01
AC00361,P003,151500.51,20,2026-07-01
AC00361,P014,151500.51,20,2026-07-01
AC00362,P038,324042.76,35,2026-07-01
AC00362,P002,231459.11,25,2026-07-01
AC00362,P030,185167.29,20,2026-07-01
AC00362,P035,185167.29,20,2026-07-01
AC00363,P063,266373.13,35,2026-07-01
AC00363,P059,190266.52,25,2026-07-01
AC00363,P064,152213.22,20,2026-07-01
AC00363,P062,152213.22,20,2026-07-01
AC00364,P012,325567.16,35,2026-07-01
AC00364,P014,232547.98,25,2026-07-01
AC00364,P015,186038.38,20,2026-07-01
AC00364,P019,186038.38,20,2026-07-01
AC00365,P050,267620.38,35,2026-07-01
AC00365,P006,191157.41,25,2026-07-01
AC00365,P026,152925.93,20,2026-07-01
AC00365,P018,152925.93,20,2026-07-01
AC00366,P063,327091.57,35,2026-07-01
AC00366,P007,233636.84,25,2026-07-01
AC00366,P003,186909.47,20,2026-07-01
AC00366,P048,186909.47,20,2026-07-01
AC00367,P030,268867.62,35,2026-07-01
AC00367,P015,192048.3,25,2026-07-01
AC00367,P060,153638.64,20,2026-07-01
AC00367,P024,153638.64,20,2026-07-01
AC00368,P030,328615.98,35,2026-07-01
AC00368,P059,234725.7,25,2026-07-01
AC00368,P036,187780.56,20,2026-07-01
AC00368,P023,187780.56,20,2026-07-01
AC00369,P052,270114.86,35,2026-07-01
AC00369,P031,192939.19,25,2026-07-01
AC00369,P046,154351.35,20,2026-07-01
AC00369,P058,154351.35,20,2026-07-01
AC00370,P063,330140.39,35,2026-07-01
AC00370,P026,235814.56,25,2026-07-01
AC00370,P015,188651.65,20,2026-07-01
AC00370,P056,188651.65,20,2026-07-01
AC00371,P039,271362.1,35,2026-07-01
AC00371,P048,193830.08,25,2026-07-01
AC00371,P026,155064.06,20,2026-07-01
AC00371,P016,155064.06,20,2026-07-01
AC00372,P043,331664.79,35,2026-07-01
AC00372,P027,236903.42,25,2026-07-01
AC00372,P012,189522.74,20,2026-07-01
AC00372,P038,189522.74,20,2026-07-01
AC00373,P027,272609.35,35,2026-07-01
AC00373,P022,194720.96,25,2026-07-01
AC00373,P064,155776.77,20,2026-07-01
AC00373,P006,155776.77,20,2026-07-01
AC00374,P049,333189.2,35,2026-07-01
AC00374,P038,237992.29,25,2026-07-01
AC00374,P001,190393.83,20,2026-07-01
AC00374,P009,190393.83,20,2026-07-01
AC00375,P006,273856.59,35,2026-07-01
AC00375,P003,195611.85,25,2026-07-01
AC00375,P027,156489.48,20,2026-07-01
AC00375,P040,156489.48,20,2026-07-01
AC00376,P018,334713.61,35,2026-07-01
AC00376,P029,239081.15,25,2026-07-01
AC00376,P035,191264.92,20,2026-07-01
AC00376,P040,191264.92,20,2026-07-01
AC00377,P045,275103.83,35,2026-07-01
AC00377,P027,196502.74,25,2026-07-01
AC00377,P029,157202.19,20,2026-07-01
AC00377,P048,157202.19,20,2026-07-01
AC00378,P010,336238.02,35,2026-07-01
AC00378,P038,240170.01,25,2026-07-01
AC00378,P059,192136.01,20,2026-07-01
AC00378,P036,192136.01,20,2026-07-01
AC00379,P003,276351.07,35,2026-07-01
AC00379,P044,197393.62,25,2026-07-01
AC00379,P028,157914.9,20,2026-07-01
AC00379,P055,157914.9,20,2026-07-01
AC00380,P064,337762.42,35,2026-07-01
AC00380,P058,241258.88,25,2026-07-01
AC00380,P041,193007.1,20,2026-07-01
AC00380,P022,193007.1,20,2026-07-01
AC00381,P021,277598.32,35,2026-07-01
AC00381,P029,198284.51,25,2026-07-01
AC00381,P030,158627.61,20,2026-07-01
AC00381,P023,158627.61,20,2026-07-01
AC00382,P001,339286.83,35,2026-07-01
AC00382,P012,242347.74,25,2026-07-01
AC00382,P036,193878.19,20,2026-07-01
AC00382,P055,193878.19,20,2026-07-01
AC00383,P048,278845.56,35,2026-07-01
AC00383,P038,199175.4,25,2026-07-01
AC00383,P011,159340.32,20,2026-07-01
AC00383,P060,159340.32,20,2026-07-01
AC00384,P043,340811.24,35,2026-07-01
AC00384,P018,243436.6,25,2026-07-01
AC00384,P004,194749.28,20,2026-07-01
AC00384,P006,194749.28,20,2026-07-01
AC00385,P038,280092.8,35,2026-07-01
AC00385,P034,200066.29,25,2026-07-01
AC00385,P055,160053.03,20,2026-07-01
AC00385,P009,160053.03,20,2026-07-01
AC00386,P060,342335.65,35,2026-07-01
AC00386,P018,244525.46,25,2026-07-01
AC00386,P057,195620.37,20,2026-07-01
AC00386,P024,195620.37,20,2026-07-01
AC00387,P048,281340.04,35,2026-07-01
AC00387,P041,200957.17,25,2026-07-01
AC00387,P053,160765.74,20,2026-07-01
AC00387,P030,160765.74,20,2026-07-01
AC00388,P047,343860.05,35,2026-07-01
AC00388,P006,245614.33,25,2026-07-01
AC00388,P043,196491.46,20,2026-07-01
AC00388,P030,196491.46,20,2026-07-01
AC00389,P032,282587.29,35,2026-07-01
AC00389,P019,201848.06,25,2026-07-01
AC00389,P057,161478.45,20,2026-07-01
AC00389,P009,161478.45,20,2026-07-01
AC00390,P009,345384.46,35,2026-07-01
AC00390,P027,246703.19,25,2026-07-01
AC00390,P037,197362.55,20,2026-07-01
AC00390,P013,197362.55,20,2026-07-01
AC00391,P005,283834.53,35,2026-07-01
AC00391,P018,202738.95,25,2026-07-01
AC00391,P048,162191.16,20,2026-07-01
AC00391,P032,162191.16,20,2026-07-01
AC00392,P057,346908.87,35,2026-07-01
AC00392,P056,247792.05,25,2026-07-01
AC00392,P054,198233.64,20,2026-07-01
AC00392,P040,198233.64,20,2026-07-01
AC00393,P036,285081.77,35,2026-07-01
AC00393,P015,203629.84,25,2026-07-01
AC00393,P010,162903.87,20,2026-07-01
AC00393,P044,162903.87,20,2026-07-01
AC00394,P047,348433.28,35,2026-07-01
AC00394,P014,248880.91,25,2026-07-01
AC00394,P009,199104.73,20,2026-07-01
AC00394,P015,199104.73,20,2026-07-01
AC00395,P025,286329.02,35,2026-07-01
AC00395,P005,204520.73,25,2026-07-01
AC00395,P032,163616.58,20,2026-07-01
AC00395,P052,163616.58,20,2026-07-01
AC00396,P014,349957.68,35,2026-07-01
AC00396,P005,249969.77,25,2026-07-01
AC00396,P054,199975.82,20,2026-07-01
AC00396,P027,199975.82,20,2026-07-01
AC00397,P062,287576.26,35,2026-07-01
AC00397,P039,205411.61,25,2026-07-01
AC00397,P041,164329.29,20,2026-07-01
AC00397,P032,164329.29,20,2026-07-01
AC00398,P038,351482.09,35,2026-07-01
AC00398,P060,251058.64,25,2026-07-01
AC00398,P039,200846.91,20,2026-07-01
AC00398,P042,200846.91,20,2026-07-01
AC00399,P023,288823.5,35,2026-07-01
AC00399,P036,206302.5,25,2026-07-01
AC00399,P025,165042.0,20,2026-07-01
AC00399,P033,165042.0,20,2026-07-01
AC00400,P031,353006.5,35,2026-07-01
AC00400,P046,252147.5,25,2026-07-01
AC00400,P008,201718.0,20,2026-07-01
AC00400,P036,201718.0,20,2026-07-01
AC00401,P028,290070.74,35,2026-07-01
AC00401,P009,207193.39,25,2026-07-01
AC00401,P031,165754.71,20,2026-07-01
AC00401,P013,165754.71,20,2026-07-01
AC00402,P057,354530.91,35,2026-07-01
AC00402,P035,253236.36,25,2026-07-01
AC00402,P041,202589.09,20,2026-07-01
AC00402,P015,202589.09,20,2026-07-01
AC00403,P018,291317.98,35,2026-07-01
AC00403,P052,208084.27,25,2026-07-01
AC00403,P015,166467.42,20,2026-07-01
AC00403,P030,166467.42,20,2026-07-01
AC00404,P042,356055.32,35,2026-07-01
AC00404,P056,254325.23,25,2026-07-01
AC00404,P032,203460.18,20,2026-07-01
AC00404,P044,203460.18,20,2026-07-01
AC00405,P052,292565.23,35,2026-07-01
AC00405,P037,208975.16,25,2026-07-01
AC00405,P030,167180.13,20,2026-07-01
AC00405,P021,167180.13,20,2026-07-01
AC00406,P059,357579.72,35,2026-07-01
AC00406,P038,255414.09,25,2026-07-01
AC00406,P012,204331.27,20,2026-07-01
AC00406,P063,204331.27,20,2026-07-01
AC00407,P006,293812.47,35,2026-07-01
AC00407,P026,209866.05,25,2026-07-01
AC00407,P059,167892.84,20,2026-07-01
AC00407,P034,167892.84,20,2026-07-01
AC00408,P007,359104.13,35,2026-07-01
AC00408,P036,256502.95,25,2026-07-01
AC00408,P043,205202.36,20,2026-07-01
AC00408,P006,205202.36,20,2026-07-01
AC00409,P052,295059.71,35,2026-07-01
AC00409,P026,210756.94,25,2026-07-01
AC00409,P017,168605.55,20,2026-07-01
AC00409,P009,168605.55,20,2026-07-01
AC00410,P024,360628.54,35,2026-07-01
AC00410,P030,257591.81,25,2026-07-01
AC00410,P010,206073.45,20,2026-07-01
AC00410,P014,206073.45,20,2026-07-01
AC00411,P024,296306.96,35,2026-07-01
AC00411,P004,211647.83,25,2026-07-01
AC00411,P033,169318.26,20,2026-07-01
AC00411,P039,169318.26,20,2026-07-01
AC00412,P058,362152.94,35,2026-07-01
AC00412,P013,258680.67,25,2026-07-01
AC00412,P004,206944.54,20,2026-07-01
AC00412,P025,206944.54,20,2026-07-01
AC00413,P058,297554.2,35,2026-07-01
AC00413,P017,212538.71,25,2026-07-01
AC00413,P021,170030.97,20,2026-07-01
AC00413,P015,170030.97,20,2026-07-01
AC00414,P008,363677.35,35,2026-07-01
AC00414,P009,259769.54,25,2026-07-01
AC00414,P033,207815.63,20,2026-07-01
AC00414,P060,207815.63,20,2026-07-01
AC00415,P007,298801.44,35,2026-07-01
AC00415,P013,213429.6,25,2026-07-01
AC00415,P010,170743.68,20,2026-07-01
AC00415,P018,170743.68,20,2026-07-01
AC00416,P015,365201.76,35,2026-07-01
AC00416,P040,260858.4,25,2026-07-01
AC00416,P055,208686.72,20,2026-07-01
AC00416,P021,208686.72,20,2026-07-01
AC00417,P012,300048.68,35,2026-07-01
AC00417,P008,214320.49,25,2026-07-01
AC00417,P052,171456.39,20,2026-07-01
AC00417,P049,171456.39,20,2026-07-01
AC00418,P043,366726.17,35,2026-07-01
AC00418,P048,261947.26,25,2026-07-01
AC00418,P025,209557.81,20,2026-07-01
AC00418,P035,209557.81,20,2026-07-01
AC00419,P012,301295.92,35,2026-07-01
AC00419,P028,215211.38,25,2026-07-01
AC00419,P014,172169.1,20,2026-07-01
AC00419,P033,172169.1,20,2026-07-01
AC00420,P063,368250.57,35,2026-07-01
AC00420,P046,263036.12,25,2026-07-01
AC00420,P002,210428.9,20,2026-07-01
AC00420,P053,210428.9,20,2026-07-01
AC00421,P029,302543.17,35,2026-07-01
AC00421,P027,216102.26,25,2026-07-01
AC00421,P055,172881.81,20,2026-07-01
AC00421,P044,172881.81,20,2026-07-01
AC00422,P006,369774.98,35,2026-07-01
AC00422,P010,264124.99,25,2026-07-01
AC00422,P060,211299.99,20,2026-07-01
AC00422,P026,211299.99,20,2026-07-01
AC00423,P056,303790.41,35,2026-07-01
AC00423,P033,216993.15,25,2026-07-01
AC00423,P046,173594.52,20,2026-07-01
AC00423,P002,173594.52,20,2026-07-01
AC00424,P009,371299.39,35,2026-07-01
AC00424,P020,265213.85,25,2026-07-01
AC00424,P008,212171.08,20,2026-07-01
AC00424,P013,212171.08,20,2026-07-01
AC00425,P033,305037.65,35,2026-07-01
AC00425,P043,217884.04,25,2026-07-01
AC00425,P014,174307.23,20,2026-07-01
AC00425,P009,174307.23,20,2026-07-01
AC00426,P045,372823.8,35,2026-07-01
AC00426,P054,266302.71,25,2026-07-01
AC00426,P025,213042.17,20,2026-07-01
AC00426,P064,213042.17,20,2026-07-01
AC00427,P010,306284.89,35,2026-07-01
AC00427,P024,218774.92,25,2026-07-01
AC00427,P036,175019.94,20,2026-07-01
AC00427,P034,175019.94,20,2026-07-01
AC00428,P003,374348.21,35,2026-07-01
AC00428,P037,267391.58,25,2026-07-01
AC00428,P053,213913.26,20,2026-07-01
AC00428,P061,213913.26,20,2026-07-01
AC00429,P055,307532.14,35,2026-07-01
AC00429,P007,219665.81,25,2026-07-01
AC00429,P064,175732.65,20,2026-07-01
AC00429,P017,175732.65,20,2026-07-01
AC00430,P004,375872.61,35,2026-07-01
AC00430,P039,268480.44,25,2026-07-01
AC00430,P020,214784.35,20,2026-07-01
AC00430,P037,214784.35,20,2026-07-01
AC00431,P056,308779.38,35,2026-07-01
AC00431,P057,220556.7,25,2026-07-01
AC00431,P007,176445.36,20,2026-07-01
AC00431,P062,176445.36,20,2026-07-01
AC00432,P032,377397.02,35,2026-07-01
AC00432,P058,269569.3,25,2026-07-01
AC00432,P019,215655.44,20,2026-07-01
AC00432,P054,215655.44,20,2026-07-01
AC00433,P047,310026.62,35,2026-07-01
AC00433,P057,221447.59,25,2026-07-01
AC00433,P038,177158.07,20,2026-07-01
AC00433,P015,177158.07,20,2026-07-01
AC00434,P056,378921.43,35,2026-07-01
AC00434,P033,270658.16,25,2026-07-01
AC00434,P047,216526.53,20,2026-07-01
AC00434,P059,216526.53,20,2026-07-01
AC00435,P043,311273.86,35,2026-07-01
AC00435,P064,222338.48,25,2026-07-01
AC00435,P031,177870.78,20,2026-07-01
AC00435,P029,177870.78,20,2026-07-01
AC00436,P015,380445.84,35,2026-07-01
AC00436,P056,271747.03,25,2026-07-01
AC00436,P042,217397.62,20,2026-07-01
AC00436,P022,217397.62,20,2026-07-01
AC00437,P018,312521.11,35,2026-07-01
AC00437,P053,223229.36,25,2026-07-01
AC00437,P044,178583.49,20,2026-07-01
AC00437,P016,178583.49,20,2026-07-01
AC00438,P008,381970.24,35,2026-07-01
AC00438,P028,272835.89,25,2026-07-01
AC00438,P003,218268.71,20,2026-07-01
AC00438,P033,218268.71,20,2026-07-01
AC00439,P053,313768.35,35,2026-07-01
AC00439,P016,224120.25,25,2026-07-01
AC00439,P037,179296.2,20,2026-07-01
AC00439,P002,179296.2,20,2026-07-01
AC00440,P003,383494.65,35,2026-07-01
AC00440,P012,273924.75,25,2026-07-01
AC00440,P023,219139.8,20,2026-07-01
AC00440,P020,219139.8,20,2026-07-01
AC00441,P049,315015.59,35,2026-07-01
AC00441,P063,225011.14,25,2026-07-01
AC00441,P052,180008.91,20,2026-07-01
AC00441,P023,180008.91,20,2026-07-01
AC00442,P004,385019.06,35,2026-07-01
AC00442,P038,275013.61,25,2026-07-01
AC00442,P052,220010.89,20,2026-07-01
AC00442,P039,220010.89,20,2026-07-01
AC00443,P027,316262.83,35,2026-07-01
AC00443,P059,225902.02,25,2026-07-01
AC00443,P052,180721.62,20,2026-07-01
AC00443,P049,180721.62,20,2026-07-01
AC00444,P004,386543.46,35,2026-07-01
AC00444,P047,276102.47,25,2026-07-01
AC00444,P018,220881.98,20,2026-07-01
AC00444,P010,220881.98,20,2026-07-01
AC00445,P054,317510.08,35,2026-07-01
AC00445,P059,226792.91,25,2026-07-01
AC00445,P040,181434.33,20,2026-07-01
AC00445,P037,181434.33,20,2026-07-01
AC00446,P009,388067.87,35,2026-07-01
AC00446,P045,277191.34,25,2026-07-01
AC00446,P001,221753.07,20,2026-07-01
AC00446,P006,221753.07,20,2026-07-01
AC00447,P032,318757.32,35,2026-07-01
AC00447,P041,227683.8,25,2026-07-01
AC00447,P008,182147.04,20,2026-07-01
AC00447,P025,182147.04,20,2026-07-01
AC00448,P058,389592.28,35,2026-07-01
AC00448,P034,278280.2,25,2026-07-01
AC00448,P059,222624.16,20,2026-07-01
AC00448,P041,222624.16,20,2026-07-01
AC00449,P021,320004.56,35,2026-07-01
AC00449,P064,228574.69,25,2026-07-01
AC00449,P011,182859.75,20,2026-07-01
AC00449,P017,182859.75,20,2026-07-01
AC00450,P060,391116.69,35,2026-07-01
AC00450,P034,279369.06,25,2026-07-01
AC00450,P004,223495.25,20,2026-07-01
AC00450,P022,223495.25,20,2026-07-01
AC00451,P009,321251.8,35,2026-07-01
AC00451,P050,229465.58,25,2026-07-01
AC00451,P003,183572.46,20,2026-07-01
AC00451,P020,183572.46,20,2026-07-01
AC00452,P012,392641.09,35,2026-07-01
AC00452,P060,280457.92,25,2026-07-01
AC00452,P007,224366.34,20,2026-07-01
AC00452,P037,224366.34,20,2026-07-01
AC00453,P043,322499.05,35,2026-07-01
AC00453,P064,230356.46,25,2026-07-01
AC00453,P035,184285.17,20,2026-07-01
AC00453,P029,184285.17,20,2026-07-01
AC00454,P017,394165.5,35,2026-07-01
AC00454,P002,281546.79,25,2026-07-01
AC00454,P046,225237.43,20,2026-07-01
AC00454,P033,225237.43,20,2026-07-01
AC00455,P039,323746.29,35,2026-07-01
AC00455,P054,231247.35,25,2026-07-01
AC00455,P009,184997.88,20,2026-07-01
AC00455,P040,184997.88,20,2026-07-01
AC00456,P047,395689.91,35,2026-07-01
AC00456,P009,282635.65,25,2026-07-01
AC00456,P036,226108.52,20,2026-07-01
AC00456,P048,226108.52,20,2026-07-01
AC00457,P046,324993.53,35,2026-07-01
AC00457,P035,232138.24,25,2026-07-01
AC00457,P010,185710.59,20,2026-07-01
AC00457,P012,185710.59,20,2026-07-01
AC00458,P011,397214.32,35,2026-07-01
AC00458,P007,283724.51,25,2026-07-01
AC00458,P014,226979.61,20,2026-07-01
AC00458,P055,226979.61,20,2026-07-01
AC00459,P032,326240.77,35,2026-07-01
AC00459,P027,233029.12,25,2026-07-01
AC00459,P063,186423.3,20,2026-07-01
AC00459,P056,186423.3,20,2026-07-01
AC00460,P020,398738.72,35,2026-07-01
AC00460,P011,284813.38,25,2026-07-01
AC00460,P034,227850.7,20,2026-07-01
AC00460,P046,227850.7,20,2026-07-01
AC00461,P042,327488.02,35,2026-07-01
AC00461,P062,233920.01,25,2026-07-01
AC00461,P063,187136.01,20,2026-07-01
AC00461,P025,187136.01,20,2026-07-01
AC00462,P053,400263.13,35,2026-07-01
AC00462,P014,285902.24,25,2026-07-01
AC00462,P054,228721.79,20,2026-07-01
AC00462,P003,228721.79,20,2026-07-01
AC00463,P048,328735.26,35,2026-07-01
AC00463,P032,234810.9,25,2026-07-01
AC00463,P001,187848.72,20,2026-07-01
AC00463,P063,187848.72,20,2026-07-01
AC00464,P033,401787.54,35,2026-07-01
AC00464,P057,286991.1,25,2026-07-01
AC00464,P042,229592.88,20,2026-07-01
AC00464,P027,229592.88,20,2026-07-01
AC00465,P026,329982.5,35,2026-07-01
AC00465,P014,235701.79,25,2026-07-01
AC00465,P051,188561.43,20,2026-07-01
AC00465,P001,188561.43,20,2026-07-01
AC00466,P033,403311.95,35,2026-07-01
AC00466,P030,288079.96,25,2026-07-01
AC00466,P029,230463.97,20,2026-07-01
AC00466,P048,230463.97,20,2026-07-01
AC00467,P053,331229.74,35,2026-07-01
AC00467,P037,236592.67,25,2026-07-01
AC00467,P036,189274.14,20,2026-07-01
AC00467,P043,189274.14,20,2026-07-01
AC00468,P058,404836.35,35,2026-07-01
AC00468,P011,289168.83,25,2026-07-01
AC00468,P033,231335.06,20,2026-07-01
AC00468,P063,231335.06,20,2026-07-01
AC00469,P053,332476.99,35,2026-07-01
AC00469,P042,237483.56,25,2026-07-01
AC00469,P039,189986.85,20,2026-07-01
AC00469,P010,189986.85,20,2026-07-01
AC00470,P006,406360.76,35,2026-07-01
AC00470,P028,290257.69,25,2026-07-01
AC00470,P025,232206.15,20,2026-07-01
AC00470,P003,232206.15,20,2026-07-01
AC00471,P048,333724.23,35,2026-07-01
AC00471,P060,238374.45,25,2026-07-01
AC00471,P063,190699.56,20,2026-07-01
AC00471,P034,190699.56,20,2026-07-01
AC00472,P023,407885.17,35,2026-07-01
AC00472,P044,291346.55,25,2026-07-01
AC00472,P045,233077.24,20,2026-07-01
AC00472,P006,233077.24,20,2026-07-01
AC00473,P036,334971.47,35,2026-07-01
AC00473,P053,239265.34,25,2026-07-01
AC00473,P002,191412.27,20,2026-07-01
AC00473,P007,191412.27,20,2026-07-01
AC00474,P008,409409.58,35,2026-07-01
AC00474,P013,292435.41,25,2026-07-01
AC00474,P019,233948.33,20,2026-07-01
AC00474,P041,233948.33,20,2026-07-01
AC00475,P023,336218.71,35,2026-07-01
AC00475,P042,240156.23,25,2026-07-01
AC00475,P019,192124.98,20,2026-07-01
AC00475,P037,192124.98,20,2026-07-01
AC00476,P012,410933.98,35,2026-07-01
AC00476,P045,293524.28,25,2026-07-01
AC00476,P006,234819.42,20,2026-07-01
AC00476,P038,234819.42,20,2026-07-01
