opportunity_id,opportunity_type,title,description,score,priority,status,created_ts,advisor_id,household_id,prediction_id
OPP00000281,Managed Account Expansion,Managed Account Expansion for ADV0092,"Detected managed account expansion opportunity using features, CRM and graph context.",0.7364,Medium,Open,2025-12-31 00:00:00,ADV0092,HH01305,PRED00000368
OPP00000282,AGP Goal Recovery,AGP Goal Recovery for ADV0092,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.597,Low,Open,2025-12-31 00:00:00,ADV0092,HH01301,PRED00000368
OPP00000283,AUM Retention,AUM Retention for ADV0093,"Detected aum retention opportunity using features, CRM and graph context.",0.8893,Low,Open,2025-12-31 00:00:00,ADV0093,HH01320,PRED00000369
OPP00000284,Managed Account Expansion,Managed Account Expansion for ADV0093,"Detected managed account expansion opportunity using features, CRM and graph context.",0.5231,Low,Open,2025-12-31 00:00:00,ADV0093,HH01319,PRED00000369
OPP00000285,AGP Goal Recovery,AGP Goal Recovery for ADV0093,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.7498,Medium,Open,2025-12-31 00:00:00,ADV0093,HH01325,PRED00000371
OPP00000286,Managed Account Expansion,Managed Account Expansion for ADV0094,"Detected managed account expansion opportunity using features, CRM and graph context.",0.5133,Medium,Open,2025-12-31 00:00:00,ADV0094,HH01337,PRED00000375
OPP00000287,NNM Growth,NNM Growth for ADV0094,"Detected nnm growth opportunity using features, CRM and graph context.",0.9305,Low,Open,2025-12-31 00:00:00,ADV0094,HH01337,PRED00000374
OPP00000288,NNM Growth,NNM Growth for ADV0094,"Detected nnm growth opportunity using features, CRM and graph context.",0.714,Low,Open,2025-12-31 00:00:00,ADV0094,HH01334,PRED00000373
OPP00000289,NNM Growth,NNM Growth for ADV0094,"Detected nnm growth opportunity using features, CRM and graph context.",0.6285,High,Open,2025-12-31 00:00:00,ADV0094,HH01329,PRED00000373
OPP00000290,AUM Retention,AUM Retention for ADV0095,"Detected aum retention opportunity using features, CRM and graph context.",0.8484,High,Open,2025-12-31 00:00:00,ADV0095,HH01345,PRED00000378
OPP00000291,AGP Goal Recovery,AGP Goal Recovery for ADV0095,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.5875,High,Open,2025-12-31 00:00:00,ADV0095,HH01348,PRED00000378
OPP00000292,NNM Growth,NNM Growth for ADV0095,"Detected nnm growth opportunity using features, CRM and graph context.",0.7758,Medium,Open,2025-12-31 00:00:00,ADV0095,HH01341,PRED00000379
OPP00000293,AGP Goal Recovery,AGP Goal Recovery for ADV0096,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.7992,Medium,Open,2025-12-31 00:00:00,ADV0096,HH01352,PRED00000382
OPP00000294,CRM Engagement Gap,CRM Engagement Gap for ADV0096,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.6459,Low,Open,2025-12-31 00:00:00,ADV0096,HH01357,PRED00000383
OPP00000295,AUM Retention,AUM Retention for ADV0097,"Detected aum retention opportunity using features, CRM and graph context.",0.7106,Medium,Open,2025-12-31 00:00:00,ADV0097,HH01367,PRED00000388
OPP00000296,CRM Engagement Gap,CRM Engagement Gap for ADV0097,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.5555,Low,Open,2025-12-31 00:00:00,ADV0097,HH01364,PRED00000385
OPP00000297,AGP Goal Recovery,AGP Goal Recovery for ADV0097,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.6988,Medium,Open,2025-12-31 00:00:00,ADV0097,HH01366,PRED00000388
OPP00000298,AGP Goal Recovery,AGP Goal Recovery for ADV0097,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.5192,Low,Open,2025-12-31 00:00:00,ADV0097,HH01364,PRED00000385
OPP00000299,Managed Account Expansion,Managed Account Expansion for ADV0098,"Detected managed account expansion opportunity using features, CRM and graph context.",0.8582,Medium,Open,2025-12-31 00:00:00,ADV0098,HH01376,PRED00000390
OPP00000300,NNM Growth,NNM Growth for ADV0098,"Detected nnm growth opportunity using features, CRM and graph context.",0.7126,Medium,Open,2025-12-31 00:00:00,ADV0098,HH01389,PRED00000392
OPP00000301,NNM Growth,NNM Growth for ADV0099,"Detected nnm growth opportunity using features, CRM and graph context.",0.7,High,Open,2025-12-31 00:00:00,ADV0099,HH01396,PRED00000394
OPP00000302,NNM Growth,NNM Growth for ADV0099,"Detected nnm growth opportunity using features, CRM and graph context.",0.8816,Medium,Open,2025-12-31 00:00:00,ADV0099,HH01399,PRED00000394
OPP00000303,CRM Engagement Gap,CRM Engagement Gap for ADV0100,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.7128,High,Open,2025-12-31 00:00:00,ADV0100,HH01403,PRED00000398
OPP00000304,CRM Engagement Gap,CRM Engagement Gap for ADV0100,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.7237,High,Open,2025-12-31 00:00:00,ADV0100,HH01406,PRED00000397
OPP00000305,NNM Growth,NNM Growth for ADV0101,"Detected nnm growth opportunity using features, CRM and graph context.",0.631,High,Open,2025-12-31 00:00:00,ADV0101,HH01421,PRED00000403
OPP00000306,Managed Account Expansion,Managed Account Expansion for ADV0101,"Detected managed account expansion opportunity using features, CRM and graph context.",0.6916,Low,Open,2025-12-31 00:00:00,ADV0101,HH01416,PRED00000401
OPP00000307,Managed Account Expansion,Managed Account Expansion for ADV0101,"Detected managed account expansion opportunity using features, CRM and graph context.",0.6268,Medium,Open,2025-12-31 00:00:00,ADV0101,HH01417,PRED00000403
OPP00000308,AUM Retention,AUM Retention for ADV0102,"Detected aum retention opportunity using features, CRM and graph context.",0.6901,High,Open,2025-12-31 00:00:00,ADV0102,HH01431,PRED00000408
OPP00000309,AUM Retention,AUM Retention for ADV0102,"Detected aum retention opportunity using features, CRM and graph context.",0.7145,Low,Open,2025-12-31 00:00:00,ADV0102,HH01435,PRED00000406
OPP00000310,CRM Engagement Gap,CRM Engagement Gap for ADV0102,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.457,High,Open,2025-12-31 00:00:00,ADV0102,HH01433,PRED00000407
OPP00000311,CRM Engagement Gap,CRM Engagement Gap for ADV0102,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.7926,Low,Open,2025-12-31 00:00:00,ADV0102,HH01426,PRED00000406
OPP00000312,Managed Account Expansion,Managed Account Expansion for ADV0103,"Detected managed account expansion opportunity using features, CRM and graph context.",0.9109,Medium,Open,2025-12-31 00:00:00,ADV0103,HH01439,PRED00000410
OPP00000313,NNM Growth,NNM Growth for ADV0103,"Detected nnm growth opportunity using features, CRM and graph context.",0.7465,Low,Open,2025-12-31 00:00:00,ADV0103,HH01449,PRED00000410
OPP00000314,Managed Account Expansion,Managed Account Expansion for ADV0103,"Detected managed account expansion opportunity using features, CRM and graph context.",0.8889,Low,Open,2025-12-31 00:00:00,ADV0103,HH01437,PRED00000411
OPP00000315,AGP Goal Recovery,AGP Goal Recovery for ADV0103,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.8237,High,Open,2025-12-31 00:00:00,ADV0103,HH01436,PRED00000411
OPP00000316,AGP Goal Recovery,AGP Goal Recovery for ADV0104,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.6922,High,Open,2025-12-31 00:00:00,ADV0104,HH01454,PRED00000413
OPP00000317,CRM Engagement Gap,CRM Engagement Gap for ADV0104,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.5868,Low,Open,2025-12-31 00:00:00,ADV0104,HH01464,PRED00000414
OPP00000318,NNM Growth,NNM Growth for ADV0105,"Detected nnm growth opportunity using features, CRM and graph context.",0.4601,Low,Open,2025-12-31 00:00:00,ADV0105,HH01479,PRED00000418
OPP00000319,CRM Engagement Gap,CRM Engagement Gap for ADV0105,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.5472,Low,Open,2025-12-31 00:00:00,ADV0105,HH01482,PRED00000417
OPP00000320,NNM Growth,NNM Growth for ADV0105,"Detected nnm growth opportunity using features, CRM and graph context.",0.6789,High,Open,2025-12-31 00:00:00,ADV0105,HH01470,PRED00000418
OPP00000321,CRM Engagement Gap,CRM Engagement Gap for ADV0106,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.9097,High,Open,2025-12-31 00:00:00,ADV0106,HH01491,PRED00000421
OPP00000322,CRM Engagement Gap,CRM Engagement Gap for ADV0106,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.9589,Medium,Open,2025-12-31 00:00:00,ADV0106,HH01491,PRED00000422
OPP00000323,NNM Growth,NNM Growth for ADV0106,"Detected nnm growth opportunity using features, CRM and graph context.",0.4735,Low,Open,2025-12-31 00:00:00,ADV0106,HH01489,PRED00000424
OPP00000324,NNM Growth,NNM Growth for ADV0106,"Detected nnm growth opportunity using features, CRM and graph context.",0.5905,Medium,Open,2025-12-31 00:00:00,ADV0106,HH01486,PRED00000424
OPP00000325,AUM Retention,AUM Retention for ADV0107,"Detected aum retention opportunity using features, CRM and graph context.",0.9231,Medium,Open,2025-12-31 00:00:00,ADV0107,HH01503,PRED00000428
OPP00000326,AGP Goal Recovery,AGP Goal Recovery for ADV0107,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.8298,Medium,Open,2025-12-31 00:00:00,ADV0107,HH01502,PRED00000425
OPP00000327,NNM Growth,NNM Growth for ADV0107,"Detected nnm growth opportunity using features, CRM and graph context.",0.6024,Medium,Open,2025-12-31 00:00:00,ADV0107,HH01501,PRED00000426
OPP00000328,NNM Growth,NNM Growth for ADV0107,"Detected nnm growth opportunity using features, CRM and graph context.",0.9537,Medium,Open,2025-12-31 00:00:00,ADV0107,HH01499,PRED00000425
OPP00000329,AGP Goal Recovery,AGP Goal Recovery for ADV0108,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.7207,Low,Open,2025-12-31 00:00:00,ADV0108,HH01510,PRED00000431
OPP00000330,NNM Growth,NNM Growth for ADV0108,"Detected nnm growth opportunity using features, CRM and graph context.",0.7206,Low,Open,2025-12-31 00:00:00,ADV0108,HH01509,PRED00000430
OPP00000331,CRM Engagement Gap,CRM Engagement Gap for ADV0109,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.7399,Low,Open,2025-12-31 00:00:00,ADV0109,HH01523,PRED00000433
OPP00000332,NNM Growth,NNM Growth for ADV0109,"Detected nnm growth opportunity using features, CRM and graph context.",0.7977,Low,Open,2025-12-31 00:00:00,ADV0109,HH01525,PRED00000433
OPP00000333,CRM Engagement Gap,CRM Engagement Gap for ADV0109,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.766,Medium,Open,2025-12-31 00:00:00,ADV0109,HH01533,PRED00000435
OPP00000334,AUM Retention,AUM Retention for ADV0110,"Detected aum retention opportunity using features, CRM and graph context.",0.7828,High,Open,2025-12-31 00:00:00,ADV0110,HH01550,PRED00000437
OPP00000335,AUM Retention,AUM Retention for ADV0110,"Detected aum retention opportunity using features, CRM and graph context.",0.92,Low,Open,2025-12-31 00:00:00,ADV0110,HH01539,PRED00000439
OPP00000336,AUM Retention,AUM Retention for ADV0110,"Detected aum retention opportunity using features, CRM and graph context.",0.8619,Medium,Open,2025-12-31 00:00:00,ADV0110,HH01542,PRED00000437
OPP00000337,NNM Growth,NNM Growth for ADV0111,"Detected nnm growth opportunity using features, CRM and graph context.",0.7543,High,Open,2025-12-31 00:00:00,ADV0111,HH01559,PRED00000442
OPP00000338,AUM Retention,AUM Retention for ADV0111,"Detected aum retention opportunity using features, CRM and graph context.",0.6756,High,Open,2025-12-31 00:00:00,ADV0111,HH01563,PRED00000442
OPP00000339,NNM Growth,NNM Growth for ADV0111,"Detected nnm growth opportunity using features, CRM and graph context.",0.5161,Medium,Open,2025-12-31 00:00:00,ADV0111,HH01565,PRED00000444
OPP00000340,NNM Growth,NNM Growth for ADV0112,"Detected nnm growth opportunity using features, CRM and graph context.",0.828,High,Open,2025-12-31 00:00:00,ADV0112,HH01577,PRED00000448
OPP00000341,CRM Engagement Gap,CRM Engagement Gap for ADV0112,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.9321,High,Open,2025-12-31 00:00:00,ADV0112,HH01578,PRED00000446
OPP00000342,NNM Growth,NNM Growth for ADV0112,"Detected nnm growth opportunity using features, CRM and graph context.",0.7069,Low,Open,2025-12-31 00:00:00,ADV0112,HH01578,PRED00000447
OPP00000343,NNM Growth,NNM Growth for ADV0112,"Detected nnm growth opportunity using features, CRM and graph context.",0.4911,Medium,Open,2025-12-31 00:00:00,ADV0112,HH01567,PRED00000447
OPP00000344,Managed Account Expansion,Managed Account Expansion for ADV0113,"Detected managed account expansion opportunity using features, CRM and graph context.",0.473,High,Open,2025-12-31 00:00:00,ADV0113,HH01586,PRED00000449
OPP00000345,CRM Engagement Gap,CRM Engagement Gap for ADV0113,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.5643,High,Open,2025-12-31 00:00:00,ADV0113,HH01582,PRED00000452
OPP00000346,Managed Account Expansion,Managed Account Expansion for ADV0113,"Detected managed account expansion opportunity using features, CRM and graph context.",0.7812,Medium,Open,2025-12-31 00:00:00,ADV0113,HH01590,PRED00000452
OPP00000347,Managed Account Expansion,Managed Account Expansion for ADV0113,"Detected managed account expansion opportunity using features, CRM and graph context.",0.5326,High,Open,2025-12-31 00:00:00,ADV0113,HH01591,PRED00000451
OPP00000348,CRM Engagement Gap,CRM Engagement Gap for ADV0114,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.8365,High,Open,2025-12-31 00:00:00,ADV0114,HH01597,PRED00000453
OPP00000349,CRM Engagement Gap,CRM Engagement Gap for ADV0114,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.4909,Medium,Open,2025-12-31 00:00:00,ADV0114,HH01597,PRED00000455
OPP00000350,CRM Engagement Gap,CRM Engagement Gap for ADV0114,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.947,Medium,Open,2025-12-31 00:00:00,ADV0114,HH01596,PRED00000454
OPP00000351,AUM Retention,AUM Retention for ADV0114,"Detected aum retention opportunity using features, CRM and graph context.",0.5722,Medium,Open,2025-12-31 00:00:00,ADV0114,HH01598,PRED00000453
OPP00000352,AGP Goal Recovery,AGP Goal Recovery for ADV0115,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.6148,Low,Open,2025-12-31 00:00:00,ADV0115,HH01612,PRED00000460
OPP00000353,CRM Engagement Gap,CRM Engagement Gap for ADV0115,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.7499,Low,Open,2025-12-31 00:00:00,ADV0115,HH01611,PRED00000460
OPP00000354,CRM Engagement Gap,CRM Engagement Gap for ADV0116,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.5747,Low,Open,2025-12-31 00:00:00,ADV0116,HH01620,PRED00000462
OPP00000355,Managed Account Expansion,Managed Account Expansion for ADV0116,"Detected managed account expansion opportunity using features, CRM and graph context.",0.8326,Low,Open,2025-12-31 00:00:00,ADV0116,HH01619,PRED00000463
OPP00000356,Managed Account Expansion,Managed Account Expansion for ADV0116,"Detected managed account expansion opportunity using features, CRM and graph context.",0.671,Medium,Open,2025-12-31 00:00:00,ADV0116,HH01625,PRED00000462
OPP00000357,AGP Goal Recovery,AGP Goal Recovery for ADV0117,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.7086,High,Open,2025-12-31 00:00:00,ADV0117,HH01635,PRED00000468
OPP00000358,CRM Engagement Gap,CRM Engagement Gap for ADV0117,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.8801,High,Open,2025-12-31 00:00:00,ADV0117,HH01647,PRED00000466
OPP00000359,NNM Growth,NNM Growth for ADV0118,"Detected nnm growth opportunity using features, CRM and graph context.",0.6099,High,Open,2025-12-31 00:00:00,ADV0118,HH01652,PRED00000469
OPP00000360,Managed Account Expansion,Managed Account Expansion for ADV0118,"Detected managed account expansion opportunity using features, CRM and graph context.",0.5894,High,Open,2025-12-31 00:00:00,ADV0118,HH01648,PRED00000470
OPP00000361,NNM Growth,NNM Growth for ADV0118,"Detected nnm growth opportunity using features, CRM and graph context.",0.8369,Medium,Open,2025-12-31 00:00:00,ADV0118,HH01648,PRED00000469
OPP00000362,AUM Retention,AUM Retention for ADV0118,"Detected aum retention opportunity using features, CRM and graph context.",0.5834,High,Open,2025-12-31 00:00:00,ADV0118,HH01650,PRED00000470
OPP00000363,AUM Retention,AUM Retention for ADV0119,"Detected aum retention opportunity using features, CRM and graph context.",0.7658,High,Open,2025-12-31 00:00:00,ADV0119,HH01663,PRED00000474
OPP00000364,Managed Account Expansion,Managed Account Expansion for ADV0119,"Detected managed account expansion opportunity using features, CRM and graph context.",0.6416,High,Open,2025-12-31 00:00:00,ADV0119,HH01667,PRED00000476
OPP00000365,AUM Retention,AUM Retention for ADV0119,"Detected aum retention opportunity using features, CRM and graph context.",0.7167,Low,Open,2025-12-31 00:00:00,ADV0119,HH01668,PRED00000476
OPP00000366,CRM Engagement Gap,CRM Engagement Gap for ADV0119,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.6574,High,Open,2025-12-31 00:00:00,ADV0119,HH01658,PRED00000475
OPP00000367,CRM Engagement Gap,CRM Engagement Gap for ADV0120,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.9002,Low,Open,2025-12-31 00:00:00,ADV0120,HH01680,PRED00000477
OPP00000368,Managed Account Expansion,Managed Account Expansion for ADV0120,"Detected managed account expansion opportunity using features, CRM and graph context.",0.8075,High,Open,2025-12-31 00:00:00,ADV0120,HH01678,PRED00000478
OPP00000369,NNM Growth,NNM Growth for ADV0121,"Detected nnm growth opportunity using features, CRM and graph context.",0.865,Medium,Open,2025-12-31 00:00:00,ADV0121,HH01700,PRED00000483
OPP00000370,AGP Goal Recovery,AGP Goal Recovery for ADV0121,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.8013,Low,Open,2025-12-31 00:00:00,ADV0121,HH01694,PRED00000482
OPP00000371,AUM Retention,AUM Retention for ADV0121,"Detected aum retention opportunity using features, CRM and graph context.",0.4971,High,Open,2025-12-31 00:00:00,ADV0121,HH01686,PRED00000483
OPP00000372,AGP Goal Recovery,AGP Goal Recovery for ADV0122,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.6082,Low,Open,2025-12-31 00:00:00,ADV0122,HH01706,PRED00000487
OPP00000373,NNM Growth,NNM Growth for ADV0122,"Detected nnm growth opportunity using features, CRM and graph context.",0.8072,Low,Open,2025-12-31 00:00:00,ADV0122,HH01706,PRED00000486
OPP00000374,AUM Retention,AUM Retention for ADV0123,"Detected aum retention opportunity using features, CRM and graph context.",0.5368,Low,Open,2025-12-31 00:00:00,ADV0123,HH01720,PRED00000491
OPP00000375,AGP Goal Recovery,AGP Goal Recovery for ADV0123,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.748,Low,Open,2025-12-31 00:00:00,ADV0123,HH01722,PRED00000492
OPP00000376,AUM Retention,AUM Retention for ADV0123,"Detected aum retention opportunity using features, CRM and graph context.",0.616,Medium,Open,2025-12-31 00:00:00,ADV0123,HH01715,PRED00000489
OPP00000377,NNM Growth,NNM Growth for ADV0124,"Detected nnm growth opportunity using features, CRM and graph context.",0.6228,High,Open,2025-12-31 00:00:00,ADV0124,HH01727,PRED00000494
OPP00000378,CRM Engagement Gap,CRM Engagement Gap for ADV0124,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.8682,Low,Open,2025-12-31 00:00:00,ADV0124,HH01728,PRED00000495
OPP00000379,NNM Growth,NNM Growth for ADV0125,"Detected nnm growth opportunity using features, CRM and graph context.",0.8312,Medium,Open,2025-12-31 00:00:00,ADV0125,HH01741,PRED00000499
OPP00000380,AGP Goal Recovery,AGP Goal Recovery for ADV0125,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.8913,Low,Open,2025-12-31 00:00:00,ADV0125,HH01743,PRED00000498
OPP00000381,AGP Goal Recovery,AGP Goal Recovery for ADV0125,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.7854,Medium,Open,2025-12-31 00:00:00,ADV0125,HH01736,PRED00000498
OPP00000382,Managed Account Expansion,Managed Account Expansion for ADV0126,"Detected managed account expansion opportunity using features, CRM and graph context.",0.8821,Low,Open,2025-12-31 00:00:00,ADV0126,HH01760,PRED00000502
OPP00000383,NNM Growth,NNM Growth for ADV0126,"Detected nnm growth opportunity using features, CRM and graph context.",0.8884,High,Open,2025-12-31 00:00:00,ADV0126,HH01758,PRED00000501
OPP00000384,AUM Retention,AUM Retention for ADV0127,"Detected aum retention opportunity using features, CRM and graph context.",0.9443,Medium,Open,2025-12-31 00:00:00,ADV0127,HH01763,PRED00000508
OPP00000385,AUM Retention,AUM Retention for ADV0127,"Detected aum retention opportunity using features, CRM and graph context.",0.8952,Low,Open,2025-12-31 00:00:00,ADV0127,HH01772,PRED00000506
OPP00000386,CRM Engagement Gap,CRM Engagement Gap for ADV0127,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.7232,High,Open,2025-12-31 00:00:00,ADV0127,HH01762,PRED00000508
OPP00000387,AGP Goal Recovery,AGP Goal Recovery for ADV0127,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.94,High,Open,2025-12-31 00:00:00,ADV0127,HH01770,PRED00000505
OPP00000388,AGP Goal Recovery,AGP Goal Recovery for ADV0128,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.5345,Medium,Open,2025-12-31 00:00:00,ADV0128,HH01788,PRED00000510
OPP00000389,NNM Growth,NNM Growth for ADV0128,"Detected nnm growth opportunity using features, CRM and graph context.",0.5019,Low,Open,2025-12-31 00:00:00,ADV0128,HH01787,PRED00000512
OPP00000390,CRM Engagement Gap,CRM Engagement Gap for ADV0128,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.8206,High,Open,2025-12-31 00:00:00,ADV0128,HH01777,PRED00000512
OPP00000391,AGP Goal Recovery,AGP Goal Recovery for ADV0129,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.499,Low,Open,2025-12-31 00:00:00,ADV0129,HH01799,PRED00000515
OPP00000392,AGP Goal Recovery,AGP Goal Recovery for ADV0129,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.7703,Medium,Open,2025-12-31 00:00:00,ADV0129,HH01805,PRED00000516
OPP00000393,Managed Account Expansion,Managed Account Expansion for ADV0129,"Detected managed account expansion opportunity using features, CRM and graph context.",0.901,High,Open,2025-12-31 00:00:00,ADV0129,HH01806,PRED00000515
OPP00000394,AGP Goal Recovery,AGP Goal Recovery for ADV0129,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.7887,Medium,Open,2025-12-31 00:00:00,ADV0129,HH01795,PRED00000516
OPP00000395,AGP Goal Recovery,AGP Goal Recovery for ADV0130,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.6175,Low,Open,2025-12-31 00:00:00,ADV0130,HH01809,PRED00000520
OPP00000396,AUM Retention,AUM Retention for ADV0130,"Detected aum retention opportunity using features, CRM and graph context.",0.5614,Medium,Open,2025-12-31 00:00:00,ADV0130,HH01816,PRED00000517
OPP00000397,AUM Retention,AUM Retention for ADV0130,"Detected aum retention opportunity using features, CRM and graph context.",0.5673,Medium,Open,2025-12-31 00:00:00,ADV0130,HH01808,PRED00000518
OPP00000398,AGP Goal Recovery,AGP Goal Recovery for ADV0130,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.453,Low,Open,2025-12-31 00:00:00,ADV0130,HH01809,PRED00000519
OPP00000399,AUM Retention,AUM Retention for ADV0131,"Detected aum retention opportunity using features, CRM and graph context.",0.8586,High,Open,2025-12-31 00:00:00,ADV0131,HH01830,PRED00000524
OPP00000400,CRM Engagement Gap,CRM Engagement Gap for ADV0131,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.6244,Low,Open,2025-12-31 00:00:00,ADV0131,HH01828,PRED00000522
OPP00000401,Managed Account Expansion,Managed Account Expansion for ADV0131,"Detected managed account expansion opportunity using features, CRM and graph context.",0.6923,Medium,Open,2025-12-31 00:00:00,ADV0131,HH01821,PRED00000521
OPP00000402,AGP Goal Recovery,AGP Goal Recovery for ADV0131,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.4525,Low,Open,2025-12-31 00:00:00,ADV0131,HH01827,PRED00000522
OPP00000403,CRM Engagement Gap,CRM Engagement Gap for ADV0132,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.9351,Low,Open,2025-12-31 00:00:00,ADV0132,HH01838,PRED00000527
OPP00000404,AUM Retention,AUM Retention for ADV0132,"Detected aum retention opportunity using features, CRM and graph context.",0.6526,Medium,Open,2025-12-31 00:00:00,ADV0132,HH01842,PRED00000528
OPP00000405,CRM Engagement Gap,CRM Engagement Gap for ADV0132,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.5772,Medium,Open,2025-12-31 00:00:00,ADV0132,HH01843,PRED00000528
OPP00000406,CRM Engagement Gap,CRM Engagement Gap for ADV0132,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.677,Low,Open,2025-12-31 00:00:00,ADV0132,HH01839,PRED00000527
OPP00000407,Managed Account Expansion,Managed Account Expansion for ADV0133,"Detected managed account expansion opportunity using features, CRM and graph context.",0.7433,Medium,Open,2025-12-31 00:00:00,ADV0133,HH01855,PRED00000529
OPP00000408,CRM Engagement Gap,CRM Engagement Gap for ADV0133,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.5411,Low,Open,2025-12-31 00:00:00,ADV0133,HH01849,PRED00000532
OPP00000409,AUM Retention,AUM Retention for ADV0134,"Detected aum retention opportunity using features, CRM and graph context.",0.5179,Low,Open,2025-12-31 00:00:00,ADV0134,HH01863,PRED00000535
OPP00000410,CRM Engagement Gap,CRM Engagement Gap for ADV0134,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.5246,High,Open,2025-12-31 00:00:00,ADV0134,HH01862,PRED00000536
OPP00000411,NNM Growth,NNM Growth for ADV0134,"Detected nnm growth opportunity using features, CRM and graph context.",0.7819,Medium,Open,2025-12-31 00:00:00,ADV0134,HH01860,PRED00000533
OPP00000412,AGP Goal Recovery,AGP Goal Recovery for ADV0135,"Detected agp goal recovery opportunity using features, CRM and graph context.",0.6892,High,Open,2025-12-31 00:00:00,ADV0135,HH01883,PRED00000537
OPP00000413,NNM Growth,NNM Growth for ADV0135,"Detected nnm growth opportunity using features, CRM and graph context.",0.5941,Low,Open,2025-12-31 00:00:00,ADV0135,HH01880,PRED00000540
OPP00000414,NNM Growth,NNM Growth for ADV0135,"Detected nnm growth opportunity using features, CRM and graph context.",0.6547,High,Open,2025-12-31 00:00:00,ADV0135,HH01878,PRED00000537
OPP00000415,NNM Growth,NNM Growth for ADV0135,"Detected nnm growth opportunity using features, CRM and graph context.",0.516,Low,Open,2025-12-31 00:00:00,ADV0135,HH01885,PRED00000540
OPP00000416,Managed Account Expansion,Managed Account Expansion for ADV0136,"Detected managed account expansion opportunity using features, CRM and graph context.",0.5117,High,Open,2025-12-31 00:00:00,ADV0136,HH01892,PRED00000543
OPP00000417,Managed Account Expansion,Managed Account Expansion for ADV0136,"Detected managed account expansion opportunity using features, CRM and graph context.",0.754,Low,Open,2025-12-31 00:00:00,ADV0136,HH01887,PRED00000544
OPP00000418,Managed Account Expansion,Managed Account Expansion for ADV0136,"Detected managed account expansion opportunity using features, CRM and graph context.",0.9241,High,Open,2025-12-31 00:00:00,ADV0136,HH01893,PRED00000541
OPP00000419,CRM Engagement Gap,CRM Engagement Gap for ADV0137,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.5219,High,Open,2025-12-31 00:00:00,ADV0137,HH01901,PRED00000545
OPP00000420,CRM Engagement Gap,CRM Engagement Gap for ADV0137,"Detected crm engagement gap opportunity using features, CRM and graph context.",0.931,Low,Open,2025-12-31 00:00:00,ADV0137,HH01908,PRED00000545
