similarity_id,source_entity_type,source_entity_id,target_entity_type,target_entity_id,similarity_type,similarity_score,explanation,created_ts,source_advisor_id,target_advisor_id
SIM00000276,Advisor,ADV0092,Advisor,ADV0004,Advisor Peer Similarity,0.9027,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0092,ADV0004
SIM00000277,Advisor,ADV0093,Advisor,ADV0034,Advisor Peer Similarity,0.9409,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0093,ADV0034
SIM00000278,Advisor,ADV0093,Advisor,ADV0068,Advisor Peer Similarity,0.816,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0093,ADV0068
SIM00000279,Advisor,ADV0093,Advisor,ADV0114,Advisor Peer Similarity,0.7483,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0093,ADV0114
SIM00000280,Advisor,ADV0094,Advisor,ADV0080,Advisor Peer Similarity,0.7111,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0094,ADV0080
SIM00000281,Advisor,ADV0094,Advisor,ADV0084,Advisor Peer Similarity,0.8559,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0094,ADV0084
SIM00000282,Advisor,ADV0094,Advisor,ADV0039,Advisor Peer Similarity,0.6833,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0094,ADV0039
SIM00000283,Advisor,ADV0095,Advisor,ADV0108,Advisor Peer Similarity,0.8341,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0095,ADV0108
SIM00000284,Advisor,ADV0095,Advisor,ADV0167,Advisor Peer Similarity,0.6595,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0095,ADV0167
SIM00000285,Advisor,ADV0095,Advisor,ADV0068,Advisor Peer Similarity,0.7325,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0095,ADV0068
SIM00000286,Advisor,ADV0096,Advisor,ADV0081,Advisor Peer Similarity,0.7703,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0096,ADV0081
SIM00000287,Advisor,ADV0096,Advisor,ADV0162,Advisor Peer Similarity,0.8683,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0096,ADV0162
SIM00000288,Advisor,ADV0096,Advisor,ADV0007,Advisor Peer Similarity,0.6617,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0096,ADV0007
SIM00000289,Advisor,ADV0097,Advisor,ADV0046,Advisor Peer Similarity,0.9132,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0097,ADV0046
SIM00000290,Advisor,ADV0097,Advisor,ADV0127,Advisor Peer Similarity,0.9279,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0097,ADV0127
SIM00000291,Advisor,ADV0097,Advisor,ADV0025,Advisor Peer Similarity,0.8188,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0097,ADV0025
SIM00000292,Advisor,ADV0098,Advisor,ADV0118,Advisor Peer Similarity,0.8859,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0098,ADV0118
SIM00000293,Advisor,ADV0098,Advisor,ADV0014,Advisor Peer Similarity,0.9513,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0098,ADV0014
SIM00000294,Advisor,ADV0098,Advisor,ADV0013,Advisor Peer Similarity,0.7842,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0098,ADV0013
SIM00000295,Advisor,ADV0099,Advisor,ADV0131,Advisor Peer Similarity,0.7789,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0099,ADV0131
SIM00000296,Advisor,ADV0099,Advisor,ADV0145,Advisor Peer Similarity,0.9518,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0099,ADV0145
SIM00000297,Advisor,ADV0099,Advisor,ADV0009,Advisor Peer Similarity,0.6558,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0099,ADV0009
SIM00000298,Advisor,ADV0100,Advisor,ADV0010,Advisor Peer Similarity,0.8443,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0100,ADV0010
SIM00000299,Advisor,ADV0100,Advisor,ADV0012,Advisor Peer Similarity,0.882,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0100,ADV0012
SIM00000300,Advisor,ADV0100,Advisor,ADV0064,Advisor Peer Similarity,0.9291,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0100,ADV0064
SIM00000301,Advisor,ADV0101,Advisor,ADV0108,Advisor Peer Similarity,0.8753,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0101,ADV0108
SIM00000302,Advisor,ADV0101,Advisor,ADV0060,Advisor Peer Similarity,0.8052,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0101,ADV0060
SIM00000303,Advisor,ADV0101,Advisor,ADV0104,Advisor Peer Similarity,0.8486,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0101,ADV0104
SIM00000304,Advisor,ADV0102,Advisor,ADV0160,Advisor Peer Similarity,0.9252,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0102,ADV0160
SIM00000305,Advisor,ADV0102,Advisor,ADV0061,Advisor Peer Similarity,0.7305,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0102,ADV0061
SIM00000306,Advisor,ADV0102,Advisor,ADV0109,Advisor Peer Similarity,0.7583,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0102,ADV0109
SIM00000307,Advisor,ADV0103,Advisor,ADV0058,Advisor Peer Similarity,0.6719,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0103,ADV0058
SIM00000308,Advisor,ADV0103,Advisor,ADV0132,Advisor Peer Similarity,0.7679,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0103,ADV0132
SIM00000309,Advisor,ADV0103,Advisor,ADV0067,Advisor Peer Similarity,0.6504,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0103,ADV0067
SIM00000310,Advisor,ADV0104,Advisor,ADV0022,Advisor Peer Similarity,0.6832,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0104,ADV0022
SIM00000311,Advisor,ADV0104,Advisor,ADV0145,Advisor Peer Similarity,0.6857,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0104,ADV0145
SIM00000312,Advisor,ADV0104,Advisor,ADV0011,Advisor Peer Similarity,0.6806,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0104,ADV0011
SIM00000313,Advisor,ADV0105,Advisor,ADV0102,Advisor Peer Similarity,0.8731,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0105,ADV0102
SIM00000314,Advisor,ADV0105,Advisor,ADV0136,Advisor Peer Similarity,0.9385,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0105,ADV0136
SIM00000315,Advisor,ADV0105,Advisor,ADV0068,Advisor Peer Similarity,0.825,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0105,ADV0068
SIM00000316,Advisor,ADV0106,Advisor,ADV0016,Advisor Peer Similarity,0.8476,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0106,ADV0016
SIM00000317,Advisor,ADV0106,Advisor,ADV0087,Advisor Peer Similarity,0.8476,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0106,ADV0087
SIM00000318,Advisor,ADV0106,Advisor,ADV0104,Advisor Peer Similarity,0.9266,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0106,ADV0104
SIM00000319,Advisor,ADV0107,Advisor,ADV0041,Advisor Peer Similarity,0.8103,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0107,ADV0041
SIM00000320,Advisor,ADV0107,Advisor,ADV0139,Advisor Peer Similarity,0.7976,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0107,ADV0139
SIM00000321,Advisor,ADV0107,Advisor,ADV0135,Advisor Peer Similarity,0.8366,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0107,ADV0135
SIM00000322,Advisor,ADV0108,Advisor,ADV0118,Advisor Peer Similarity,0.6535,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0108,ADV0118
SIM00000323,Advisor,ADV0108,Advisor,ADV0092,Advisor Peer Similarity,0.7428,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0108,ADV0092
SIM00000324,Advisor,ADV0108,Advisor,ADV0028,Advisor Peer Similarity,0.8973,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0108,ADV0028
SIM00000325,Advisor,ADV0109,Advisor,ADV0030,Advisor Peer Similarity,0.6993,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0109,ADV0030
SIM00000326,Advisor,ADV0109,Advisor,ADV0064,Advisor Peer Similarity,0.6672,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0109,ADV0064
SIM00000327,Advisor,ADV0109,Advisor,ADV0012,Advisor Peer Similarity,0.8333,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0109,ADV0012
SIM00000328,Advisor,ADV0110,Advisor,ADV0130,Advisor Peer Similarity,0.8318,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0110,ADV0130
SIM00000329,Advisor,ADV0110,Advisor,ADV0002,Advisor Peer Similarity,0.8751,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0110,ADV0002
SIM00000330,Advisor,ADV0110,Advisor,ADV0088,Advisor Peer Similarity,0.6819,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0110,ADV0088
SIM00000331,Advisor,ADV0111,Advisor,ADV0087,Advisor Peer Similarity,0.932,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0111,ADV0087
SIM00000332,Advisor,ADV0111,Advisor,ADV0094,Advisor Peer Similarity,0.7029,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0111,ADV0094
SIM00000333,Advisor,ADV0111,Advisor,ADV0026,Advisor Peer Similarity,0.6723,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0111,ADV0026
SIM00000334,Advisor,ADV0112,Advisor,ADV0094,Advisor Peer Similarity,0.7958,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0112,ADV0094
SIM00000335,Advisor,ADV0112,Advisor,ADV0166,Advisor Peer Similarity,0.7876,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0112,ADV0166
SIM00000336,Advisor,ADV0112,Advisor,ADV0043,Advisor Peer Similarity,0.8862,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0112,ADV0043
SIM00000337,Advisor,ADV0113,Advisor,ADV0018,Advisor Peer Similarity,0.6845,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0113,ADV0018
SIM00000338,Advisor,ADV0113,Advisor,ADV0012,Advisor Peer Similarity,0.7427,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0113,ADV0012
SIM00000339,Advisor,ADV0113,Advisor,ADV0129,Advisor Peer Similarity,0.9535,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0113,ADV0129
SIM00000340,Advisor,ADV0114,Advisor,ADV0058,Advisor Peer Similarity,0.8765,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0114,ADV0058
SIM00000341,Advisor,ADV0114,Advisor,ADV0168,Advisor Peer Similarity,0.8183,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0114,ADV0168
SIM00000342,Advisor,ADV0114,Advisor,ADV0091,Advisor Peer Similarity,0.8192,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0114,ADV0091
SIM00000343,Advisor,ADV0115,Advisor,ADV0119,Advisor Peer Similarity,0.8549,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0115,ADV0119
SIM00000344,Advisor,ADV0115,Advisor,ADV0021,Advisor Peer Similarity,0.7047,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0115,ADV0021
SIM00000345,Advisor,ADV0115,Advisor,ADV0053,Advisor Peer Similarity,0.8602,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0115,ADV0053
SIM00000346,Advisor,ADV0116,Advisor,ADV0167,Advisor Peer Similarity,0.8884,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0116,ADV0167
SIM00000347,Advisor,ADV0116,Advisor,ADV0047,Advisor Peer Similarity,0.8122,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0116,ADV0047
SIM00000348,Advisor,ADV0116,Advisor,ADV0097,Advisor Peer Similarity,0.9258,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0116,ADV0097
SIM00000349,Advisor,ADV0117,Advisor,ADV0100,Advisor Peer Similarity,0.9415,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0117,ADV0100
SIM00000350,Advisor,ADV0117,Advisor,ADV0056,Advisor Peer Similarity,0.8955,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0117,ADV0056
SIM00000351,Advisor,ADV0117,Advisor,ADV0147,Advisor Peer Similarity,0.7355,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0117,ADV0147
SIM00000352,Advisor,ADV0118,Advisor,ADV0106,Advisor Peer Similarity,0.7561,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0118,ADV0106
SIM00000353,Advisor,ADV0118,Advisor,ADV0131,Advisor Peer Similarity,0.7471,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0118,ADV0131
SIM00000354,Advisor,ADV0118,Advisor,ADV0150,Advisor Peer Similarity,0.6772,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0118,ADV0150
SIM00000355,Advisor,ADV0119,Advisor,ADV0094,Advisor Peer Similarity,0.7534,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0119,ADV0094
SIM00000356,Advisor,ADV0119,Advisor,ADV0100,Advisor Peer Similarity,0.9319,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0119,ADV0100
SIM00000357,Advisor,ADV0119,Advisor,ADV0027,Advisor Peer Similarity,0.8656,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0119,ADV0027
SIM00000358,Advisor,ADV0120,Advisor,ADV0006,Advisor Peer Similarity,0.8256,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0120,ADV0006
SIM00000359,Advisor,ADV0120,Advisor,ADV0090,Advisor Peer Similarity,0.9113,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0120,ADV0090
SIM00000360,Advisor,ADV0120,Advisor,ADV0086,Advisor Peer Similarity,0.6786,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0120,ADV0086
SIM00000361,Advisor,ADV0121,Advisor,ADV0092,Advisor Peer Similarity,0.8341,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0121,ADV0092
SIM00000362,Advisor,ADV0121,Advisor,ADV0118,Advisor Peer Similarity,0.6749,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0121,ADV0118
SIM00000363,Advisor,ADV0121,Advisor,ADV0028,Advisor Peer Similarity,0.6644,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0121,ADV0028
SIM00000364,Advisor,ADV0122,Advisor,ADV0043,Advisor Peer Similarity,0.7334,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0122,ADV0043
SIM00000365,Advisor,ADV0122,Advisor,ADV0063,Advisor Peer Similarity,0.8468,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0122,ADV0063
SIM00000366,Advisor,ADV0122,Advisor,ADV0092,Advisor Peer Similarity,0.7439,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0122,ADV0092
SIM00000367,Advisor,ADV0123,Advisor,ADV0055,Advisor Peer Similarity,0.8636,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0123,ADV0055
SIM00000368,Advisor,ADV0123,Advisor,ADV0023,Advisor Peer Similarity,0.8253,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0123,ADV0023
SIM00000369,Advisor,ADV0123,Advisor,ADV0163,Advisor Peer Similarity,0.8819,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0123,ADV0163
SIM00000370,Advisor,ADV0124,Advisor,ADV0104,Advisor Peer Similarity,0.8194,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0124,ADV0104
SIM00000371,Advisor,ADV0124,Advisor,ADV0135,Advisor Peer Similarity,0.8038,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0124,ADV0135
SIM00000372,Advisor,ADV0124,Advisor,ADV0010,Advisor Peer Similarity,0.7734,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0124,ADV0010
SIM00000373,Advisor,ADV0125,Advisor,ADV0053,Advisor Peer Similarity,0.8878,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0125,ADV0053
SIM00000374,Advisor,ADV0125,Advisor,ADV0025,Advisor Peer Similarity,0.9037,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0125,ADV0025
SIM00000375,Advisor,ADV0125,Advisor,ADV0005,Advisor Peer Similarity,0.7855,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0125,ADV0005
SIM00000376,Advisor,ADV0126,Advisor,ADV0083,Advisor Peer Similarity,0.8177,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0126,ADV0083
SIM00000377,Advisor,ADV0126,Advisor,ADV0026,Advisor Peer Similarity,0.9313,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0126,ADV0026
SIM00000378,Advisor,ADV0126,Advisor,ADV0120,Advisor Peer Similarity,0.8956,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0126,ADV0120
SIM00000379,Advisor,ADV0127,Advisor,ADV0153,Advisor Peer Similarity,0.9163,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0127,ADV0153
SIM00000380,Advisor,ADV0127,Advisor,ADV0122,Advisor Peer Similarity,0.6603,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0127,ADV0122
SIM00000381,Advisor,ADV0127,Advisor,ADV0109,Advisor Peer Similarity,0.8819,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0127,ADV0109
SIM00000382,Advisor,ADV0128,Advisor,ADV0075,Advisor Peer Similarity,0.8473,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0128,ADV0075
SIM00000383,Advisor,ADV0128,Advisor,ADV0078,Advisor Peer Similarity,0.6835,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0128,ADV0078
SIM00000384,Advisor,ADV0128,Advisor,ADV0070,Advisor Peer Similarity,0.9419,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0128,ADV0070
SIM00000385,Advisor,ADV0129,Advisor,ADV0092,Advisor Peer Similarity,0.8045,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0129,ADV0092
SIM00000386,Advisor,ADV0129,Advisor,ADV0040,Advisor Peer Similarity,0.9518,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0129,ADV0040
SIM00000387,Advisor,ADV0129,Advisor,ADV0166,Advisor Peer Similarity,0.9313,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0129,ADV0166
SIM00000388,Advisor,ADV0130,Advisor,ADV0096,Advisor Peer Similarity,0.7743,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0130,ADV0096
SIM00000389,Advisor,ADV0130,Advisor,ADV0010,Advisor Peer Similarity,0.8499,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0130,ADV0010
SIM00000390,Advisor,ADV0130,Advisor,ADV0026,Advisor Peer Similarity,0.9172,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0130,ADV0026
SIM00000391,Advisor,ADV0131,Advisor,ADV0106,Advisor Peer Similarity,0.7912,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0131,ADV0106
SIM00000392,Advisor,ADV0131,Advisor,ADV0071,Advisor Peer Similarity,0.7483,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0131,ADV0071
SIM00000393,Advisor,ADV0131,Advisor,ADV0152,Advisor Peer Similarity,0.7362,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0131,ADV0152
SIM00000394,Advisor,ADV0132,Advisor,ADV0026,Advisor Peer Similarity,0.9415,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0132,ADV0026
SIM00000395,Advisor,ADV0132,Advisor,ADV0096,Advisor Peer Similarity,0.9054,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0132,ADV0096
SIM00000396,Advisor,ADV0132,Advisor,ADV0129,Advisor Peer Similarity,0.7957,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0132,ADV0129
SIM00000397,Advisor,ADV0133,Advisor,ADV0011,Advisor Peer Similarity,0.6693,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0133,ADV0011
SIM00000398,Advisor,ADV0133,Advisor,ADV0013,Advisor Peer Similarity,0.9385,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0133,ADV0013
SIM00000399,Advisor,ADV0133,Advisor,ADV0023,Advisor Peer Similarity,0.6916,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0133,ADV0023
SIM00000400,Advisor,ADV0134,Advisor,ADV0037,Advisor Peer Similarity,0.7353,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0134,ADV0037
SIM00000401,Advisor,ADV0134,Advisor,ADV0035,Advisor Peer Similarity,0.7055,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0134,ADV0035
SIM00000402,Advisor,ADV0134,Advisor,ADV0062,Advisor Peer Similarity,0.8794,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0134,ADV0062
SIM00000403,Advisor,ADV0135,Advisor,ADV0118,Advisor Peer Similarity,0.9508,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0135,ADV0118
SIM00000404,Advisor,ADV0135,Advisor,ADV0016,Advisor Peer Similarity,0.7152,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0135,ADV0016
SIM00000405,Advisor,ADV0135,Advisor,ADV0166,Advisor Peer Similarity,0.6792,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0135,ADV0166
SIM00000406,Advisor,ADV0136,Advisor,ADV0051,Advisor Peer Similarity,0.9011,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0136,ADV0051
SIM00000407,Advisor,ADV0136,Advisor,ADV0075,Advisor Peer Similarity,0.907,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0136,ADV0075
SIM00000408,Advisor,ADV0136,Advisor,ADV0043,Advisor Peer Similarity,0.8233,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0136,ADV0043
SIM00000409,Advisor,ADV0137,Advisor,ADV0024,Advisor Peer Similarity,0.8643,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0137,ADV0024
SIM00000410,Advisor,ADV0137,Advisor,ADV0156,Advisor Peer Similarity,0.8513,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0137,ADV0156
SIM00000411,Advisor,ADV0137,Advisor,ADV0130,Advisor Peer Similarity,0.6788,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0137,ADV0130
SIM00000412,Advisor,ADV0138,Advisor,ADV0066,Advisor Peer Similarity,0.801,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0138,ADV0066
